TraesCS1A02G074800
TraesCS3D02G403900
TraesCS3D02G408000
TraesCS3D02G415200
TraesCS3D02G417900
TraesCS3D02G428200
TraesCS3D02G445400
TraesCS3D02G449700
TraesCS3D02G459500
TraesCS3D02G500600
TraesCS3D02G521500
TraesCS4A02G001800
TraesCS4A02G010400
TraesCS4A02G013300
TraesCS4A02G059700
TraesCS4A02G061400
TraesCS4A02G075900
TraesCS4A02G080400
TraesCS4A02G092200
TraesCS4A02G096100
TraesCS4A02G251100
TraesCS4A02G265200
TraesCS4A02G393600
TraesCS4A02G425100
TraesCS4A02G425300
TraesCS4A02G457600
TraesCS4B02G000400
TraesCS4B02G032100
TraesCS4B02G070300
TraesCS4B02G076500
TraesCS4B02G149300
TraesCS4B02G155300
TraesCS4B02G182600
TraesCS4B02G210000
TraesCS4B02G221000
TraesCS4B02G255100
TraesCS4B02G274200
TraesCS4B02G294000
TraesCS4B02G295500
TraesCS4B02G319000
TraesCS4B02G352700
TraesCS4B02G355000
TraesCS4D02G049600
TraesCS4D02G062800
TraesCS4D02G074500
TraesCS4D02G078800
TraesCS4D02G134100
TraesCS4D02G173800
TraesCS4D02G173900
TraesCS4D02G194200
TraesCS4D02G223900
TraesCS4D02G243900
TraesCS4D02G249500
TraesCS4D02G267900
TraesCS4D02G272900
TraesCS4D02G289800
TraesCS4D02G292800
TraesCS4D02G364000
TraesCS5A02G045200
TraesCS5A02G048400
TraesCS5A02G062000
TraesCS5A02G071800
TraesCS5A02G084100
TraesCS5A02G086600
TraesCS5A02G103800
TraesCS5A02G161900
TraesCS5A02G176400
TraesCS5A02G182400
TraesCS5A02G188400
TraesCS5A02G200000
TraesCS5A02G202200
TraesCS5A02G221100
TraesCS5A02G250800
TraesCS5A02G252700
TraesCS5A02G285300
TraesCS5A02G307200
TraesCS5A02G316100
TraesCS5A02G318500
TraesCS5A02G321200
TraesCS5A02G329900
TraesCS5A02G400900
TraesCS5A02G424100
TraesCS5A02G425200
TraesCS5A02G481300
TraesCS5A02G488600
TraesCS5B02G007900
TraesCS5B02G028200
TraesCS5B02G053500
TraesCS5B02G072500
TraesCS5B02G080400
TraesCS5B02G089700
TraesCS5B02G097600
TraesCS5B02G102400
TraesCS5B02G105600
TraesCS5B02G162400
TraesCS5B02G167200
TraesCS5B02G180400
TraesCS5B02G181400
TraesCS5B02G195200
TraesCS5B02G198300
TraesCS5B02G246000
TraesCS5B02G261100
TraesCS5B02G276700
TraesCS5B02G315700
TraesCS5B02G316600
TraesCS5B02G317100
TraesCS5B02G317700
TraesCS5B02G325400
TraesCS5B02G326600
TraesCS5B02G380500
TraesCS5B02G384300
TraesCS5B02G392400
TraesCS5B02G403400
TraesCS5B02G410800
TraesCS5B02G412500
TraesCS5B02G423200
TraesCS5B02G426400
TraesCS5B02G451100
TraesCS5B02G498000
TraesCS5B02G523400
TraesCS5D02G004800
TraesCS5D02G057900
TraesCS5D02G074800
TraesCS5D02G109200
TraesCS5D02G122000
TraesCS5D02G124700
TraesCS5D02G136900
TraesCS5D02G140800
TraesCS5D02G168600
TraesCS5D02G186800
TraesCS5D02G188600
TraesCS5D02G190400
TraesCS5D02G202300
TraesCS5D02G205600
TraesCS5D02G225619
TraesCS5D02G228800
TraesCS5D02G275200
TraesCS5D02G291700
TraesCS5D02G310600
TraesCS5D02G331500
TraesCS5D02G340300
TraesCS5D02G366500
TraesCS5D02G405000
TraesCS5D02G411100
TraesCS5D02G420100
TraesCS5D02G503500
TraesCS5D02G526000
TraesCS5D02G562600
TraesCS6A02G024600
TraesCS6A02G047800
TraesCS6A02G117100
TraesCS6A02G163900
TraesCS6A02G169700
TraesCS6A02G174000
TraesCS6A02G174500
TraesCS6A02G181700
TraesCS6A02G215300
TraesCS6A02G241400
TraesCS6A02G258600
TraesCS6A02G272900
TraesCS6A02G311500
TraesCS6A02G330600
TraesCS6A02G416300
TraesCS6B02G084400
TraesCS6B02G092400
TraesCS6B02G116400
TraesCS6B02G136400
TraesCS6B02G162500
TraesCS6B02G168300
TraesCS6B02G192500
TraesCS6B02G222200
TraesCS6B02G225100
TraesCS6B02G253300
TraesCS6B02G258500
TraesCS6B02G267300
TraesCS6B02G271800
TraesCS6B02G296200
TraesCS6B02G299700
TraesCS6B02G300300
TraesCS6B02G343800
TraesCS6B02G367300
TraesCS6B02G384500
TraesCS6B02G387800
TraesCS6B02G411500
TraesCS6B02G411700
TraesCS6B02G456300
TraesCS6B02G469900
TraesCS6D02G079400
TraesCS6D02G084500
TraesCS6D02G132400
TraesCS6D02G134900
TraesCS6D02G153100
TraesCS6D02G167700
TraesCS6D02G190500
TraesCS6D02G199200
TraesCS6D02G289500
TraesCS6D02G290800
TraesCS6D02G313600
TraesCS6D02G325000
TraesCS6D02G356000
TraesCS6D02G368800
TraesCS6D02G380200
TraesCS7A02G035400
TraesCS7A02G042000
TraesCS7A02G091800
TraesCS7A02G141500
TraesCS7A02G148800
TraesCS7A02G171800
TraesCS7A02G184100
TraesCS7A02G194500
TraesCS7A02G204200
TraesCS7A02G210100
TraesCS7A02G210200
TraesCS7A02G261000
TraesCS7A02G309500
TraesCS7A02G312000
TraesCS7A02G365200
TraesCS7A02G377500
TraesCS7A02G444300
TraesCS7A02G473200
TraesCS7A02G523000
TraesCS7A02G550300
TraesCS7B02G076600
TraesCS7B02G081300
TraesCS7B02G090600
TraesCS7B02G098300
TraesCS7B02G102100
TraesCS7B02G103100
TraesCS7B02G118900
TraesCS7B02G156000
TraesCS7B02G160100
TraesCS7B02G183500
TraesCS7B02G225300
TraesCS7B02G226800
TraesCS7B02G240100
TraesCS7B02G257500
TraesCS7B02G263700
TraesCS7B02G266800
TraesCS7B02G270900
TraesCS7B02G322900
TraesCS7B02G350000
TraesCS7B02G394300
TraesCS7B02G410200
TraesCS7B02G421800
TraesCS7B02G426900
TraesCS7D02G142800
TraesCS7D02G197900
TraesCS7D02G199200
TraesCS7D02G209200
TraesCS7D02G211900
TraesCS7D02G269800
TraesCS7D02G288100
TraesCS7D02G307900
TraesCS7D02G321200
TraesCS7D02G329100
TraesCS7D02G349700
TraesCS7D02G386100
TraesCS7D02G401800
TraesCS7D02G404000
TraesCS7D02G414700
TraesCS7D02G477900
TraesCS7D02G500300
TraesCSU02G016000
TraesCSU02G028300
TraesCSU02G031200
TraesCSU02G056200
TraesCSU02G139600
TraesCSU02G172500
TraesCS1A02G033800
TraesCS1A02G043400
TraesCS1A02G081400
TraesCS1A02G142300
TraesCS1A02G155000
TraesCS1A02G159400
TraesCS1A02G218700
TraesCS1A02G243000
TraesCS1A02G250700
TraesCS1A02G391000
TraesCS1B02G039900
TraesCS1B02G059000
TraesCS1B02G065000
TraesCS1B02G109700
TraesCS1B02G109800
TraesCS1B02G111500
TraesCS1B02G141200
TraesCS1B02G166600
TraesCS1B02G225400
TraesCS1B02G232200
TraesCS1B02G263900
TraesCS1B02G298300
TraesCS1B02G322200
TraesCS1B02G407200
TraesCS1B02G459100
TraesCS1D02G012200
TraesCS1D02G023500
TraesCS1D02G023800
TraesCS1D02G038400
TraesCS1D02G043700
TraesCS1D02G061400
TraesCS1D02G083000
TraesCS1D02G121200
TraesCS1D02G134100
TraesCS1D02G192700
TraesCS1D02G220400
TraesCS1D02G251700
TraesCS1D02G284500
TraesCS1D02G288000
TraesCS1D02G314200
TraesCS1D02G321100
TraesCS1D02G329700
TraesCS2A02G010900
TraesCS2A02G039800
TraesCS2A02G126100
TraesCS2A02G174400
TraesCS2A02G187600
TraesCS2A02G195800
TraesCS2A02G206600
TraesCS2A02G231300
TraesCS2A02G249300
TraesCS2A02G253900
TraesCS2A02G262500
TraesCS2A02G287700
TraesCS2A02G297100
TraesCS2A02G362900
TraesCS2A02G365800
TraesCS2A02G423600
TraesCS2A02G518700
TraesCS2A02G561000
TraesCS2B02G010000
TraesCS2B02G085200
TraesCS2B02G085400
TraesCS2B02G107900
TraesCS2B02G126400
TraesCS2B02G155800
TraesCS2B02G156000
TraesCS2B02G178100
TraesCS2B02G180900
TraesCS2B02G181200
TraesCS2B02G198200
TraesCS2B02G202200
TraesCS2B02G231600
TraesCS2B02G234300
TraesCS2B02G248700
TraesCS2B02G272800
TraesCS2B02G273300
TraesCS2B02G306400
TraesCS2B02G357100
TraesCS2B02G366300
TraesCS2B02G380500
TraesCS2B02G394800
TraesCS2B02G411100
TraesCS2B02G443100
TraesCS2B02G447300
TraesCS2B02G456300
TraesCS2B02G464400
TraesCS2B02G536100
TraesCS2B02G572900
TraesCS2B02G578600
TraesCS2B02G588600
TraesCS2B02G597300
TraesCS2D02G060600
TraesCS2D02G068600
TraesCS2D02G162500
TraesCS2D02G179800
TraesCS2D02G197000
TraesCS2D02G197500
TraesCS2D02G209100
TraesCS2D02G216900
TraesCS2D02G271300
TraesCS2D02G305200
TraesCS2D02G332800
TraesCS2D02G357700
TraesCS2D02G365300
TraesCS2D02G499000
TraesCS2D02G516200
TraesCS2D02G551200
TraesCS2D02G552400
TraesCS2D02G569800
TraesCS2D02G588200
TraesCS3A02G028000
TraesCS3A02G064100
TraesCS3A02G075400
TraesCS3A02G104900
TraesCS3A02G112600
TraesCS3A02G245400
TraesCS3A02G264700
TraesCS3A02G378100
TraesCS3A02G417100
TraesCS3A02G427600
TraesCS3A02G434400
TraesCS3A02G434900
TraesCS3A02G497300
TraesCS3A02G534400
TraesCS3B02G001600
TraesCS3B02G023600
TraesCS3B02G047900
TraesCS3B02G135700
TraesCS3B02G146400
TraesCS3B02G147900
TraesCS3B02G152600
TraesCS3B02G170600
TraesCS3B02G211900
TraesCS3B02G216800
TraesCS3B02G217500
TraesCS3B02G249800
TraesCS3B02G255800
TraesCS3B02G266900
TraesCS3B02G267400
TraesCS3B02G330700
TraesCS3B02G332900
TraesCS3B02G334400
TraesCS3B02G361800
TraesCS3B02G443600
TraesCS3B02G450000
TraesCS3B02G454400
TraesCS3B02G466400
TraesCS3B02G503200
TraesCS3B02G565800
TraesCS3D02G046700
TraesCS3D02G064900
TraesCS3D02G073000
TraesCS3D02G073400
TraesCS3D02G194400
TraesCS3D02G246100
TraesCS3D02G264800
TraesCS3D02G298500
TraesCS3D02G299400
TraesCS3D02G335900
TraesCS3D02G341500
TraesCS3D02G347800
TraesCS3D02G360300
TraesCS3D02G389800
TraesCS3D02G412500
TraesCS3D02G423200
TraesCS3D02G460900
TraesCS3D02G483400
TraesCS3D02G496900
TraesCS3D02G535600
TraesCS3D02G545600
TraesCS4A02G102200
TraesCS4A02G104600
TraesCS4A02G132800
TraesCS4A02G138800
TraesCS4A02G147800
TraesCS4A02G151500
TraesCS4A02G193900
TraesCS4A02G224600
TraesCS4A02G227900
TraesCS4A02G270600
TraesCS4A02G293800
TraesCS4A02G340200
TraesCS4A02G368400
TraesCS4A02G379500
TraesCS4A02G392100
TraesCS4A02G392200
TraesCS4A02G397900
TraesCS4A02G399500
TraesCS4A02G401000
TraesCS4A02G416700
TraesCS4B02G009900
TraesCS4B02G020000
TraesCS4B02G042400
TraesCS4B02G042900
TraesCS4B02G047600
TraesCS4B02G074000
TraesCS4B02G088200
TraesCS4B02G094600
TraesCS4B02G098900
TraesCS4B02G152300
TraesCS4B02G161200
TraesCS4B02G179200
TraesCS4B02G180800
TraesCS4B02G219800
TraesCS4B02G242600
TraesCS4B02G316500
TraesCS4B02G346600
TraesCS4B02G393600
TraesCS4D02G059900
TraesCS4D02G085300
TraesCS4D02G089800
TraesCS4D02G109700
TraesCS4D02G160800
TraesCS4D02G178000
TraesCS4D02G180700
TraesCS4D02G182300
TraesCS4D02G190600
TraesCS4D02G205900
TraesCS4D02G208300
TraesCS4D02G217500
TraesCS4D02G236200
TraesCS4D02G246600
TraesCS4D02G285100
TraesCS5A02G000300
TraesCS5A02G050100
TraesCS5A02G060900
TraesCS5A02G065700
TraesCS5A02G077100
TraesCS5A02G125900
TraesCS5A02G150600
TraesCS5A02G154000
TraesCS5A02G164600
TraesCS5A02G164700
TraesCS5A02G192500
TraesCS5A02G207400
TraesCS5A02G208500
TraesCS5A02G267100
TraesCS5A02G336700
TraesCS5A02G341300
TraesCS5A02G372300
TraesCS5A02G375300
TraesCS5A02G385500
TraesCS5A02G393500
TraesCS5A02G408900
TraesCS5A02G494600
TraesCS5B02G012200
TraesCS5B02G039600
TraesCS5B02G046100
TraesCS5B02G108500
TraesCS5B02G108600
TraesCS5B02G109800
TraesCS5B02G112300
TraesCS5B02G120600
TraesCS5B02G151200
TraesCS5B02G154600
TraesCS5B02G175400
TraesCS5B02G207200
TraesCS5B02G284500
TraesCS5B02G300100
TraesCS5B02G362300
TraesCS5B02G372900
TraesCS5B02G377400
TraesCS5B02G378900
TraesCS5B02G386100
TraesCS5B02G386700
TraesCS5B02G408300
TraesCS5B02G409300
TraesCS5B02G498100
TraesCS5B02G531400
TraesCS5B02G544800
TraesCS5B02G567300
TraesCS5D02G028300
TraesCS5D02G105000
TraesCS5D02G105900
TraesCS5D02G110700
TraesCS5D02G116100
TraesCS5D02G117700
TraesCS5D02G154200
TraesCS5D02G163400
TraesCS5D02G217800
TraesCS5D02G275000
TraesCS5D02G281400
TraesCS5D02G331000
TraesCS5D02G384900
TraesCS5D02G440100
TraesCS5D02G537300
TraesCS6A02G027100
TraesCS6A02G066800
TraesCS6A02G086900
TraesCS6A02G092200
TraesCS6A02G112000
TraesCS6A02G135100
TraesCS6A02G141300
TraesCS6A02G163400
TraesCS6A02G169900
TraesCS6A02G178400
TraesCS6A02G182600
TraesCS6A02G210700
TraesCS6A02G334700
TraesCS6A02G359800
TraesCS6A02G374700
TraesCS6A02G403400
TraesCS6B02G012800
TraesCS6B02G023600
TraesCS6B02G075100
TraesCS6B02G140600
TraesCS6B02G140800
TraesCS6B02G149900
TraesCS6B02G163100
TraesCS6B02G193300
TraesCS6B02G196400
TraesCS6B02G276200
TraesCS6B02G283200
TraesCS6B02G307600
TraesCS6B02G331800
TraesCS6D02G020500
TraesCS6D02G021600
TraesCS6D02G022000
TraesCS6D02G080400
TraesCS6D02G095300
TraesCS6D02G111700
TraesCS6D02G113200
TraesCS6D02G134800
TraesCS6D02G138900
TraesCS6D02G147600
TraesCS6D02G154500
TraesCS6D02G166200
TraesCS6D02G183600
TraesCS6D02G185200
TraesCS6D02G187100
TraesCS6D02G190800
TraesCS6D02G225600
TraesCS6D02G289200
TraesCS6D02G386900
TraesCS7A02G031100
TraesCS7A02G045700
TraesCS7A02G052300
TraesCS7A02G102300
TraesCS7A02G102400
TraesCS7A02G123600
TraesCS7A02G126500
TraesCS7A02G145600
TraesCS7A02G145700
TraesCS7A02G153000
TraesCS7A02G185500
TraesCS7A02G269800
TraesCS7A02G271400
TraesCS7A02G295100
TraesCS7A02G311100
TraesCS7A02G313100
TraesCS7A02G315600
TraesCS7A02G327100
TraesCS7A02G379800
TraesCS7A02G380600
TraesCS7A02G387400
TraesCS7A02G422900
TraesCS7A02G444200
TraesCS7A02G475700
TraesCS7A02G481200
TraesCS7A02G513400
TraesCS7A02G542800
TraesCS7B02G086500
TraesCS7B02G135500
TraesCS7B02G150400
TraesCS7B02G155300
TraesCS7B02G171400
TraesCS7B02G200000
TraesCS7B02G204300
TraesCS7B02G212500
TraesCS7B02G213600
TraesCS7B02G215900
TraesCS7B02G227400
TraesCS7B02G243600
TraesCS7B02G254600
TraesCS7B02G289700
TraesCS7B02G314800
TraesCS7B02G319900
TraesCS7B02G332800
TraesCS7B02G350600
TraesCS7B02G381300
TraesCS7B02G383300
TraesCS7B02G416900
TraesCS7B02G423100
TraesCS7B02G483700
TraesCS7B02G492400
TraesCS7D02G008200
TraesCS7D02G015500
TraesCS7D02G074600
TraesCS7D02G096900
TraesCS7D02G098700
TraesCS7D02G120700
TraesCS7D02G156000
TraesCS7D02G185400
TraesCS7D02G203000
TraesCS7D02G263600
TraesCS7D02G279000
TraesCS7D02G299800
TraesCS7D02G328600
TraesCS7D02G338400
TraesCS7D02G376300
TraesCS7D02G376400
TraesCS7D02G468100
TraesCS7D02G501000
TraesCS7D02G542900
TraesCSU02G004900
TraesCSU02G047500
TraesCSU02G060300
TraesCSU02G131300
TraesCS1A02G044600
TraesCS1A02G099000
TraesCS1A02G100200
TraesCS1A02G102800
TraesCS1A02G124200
TraesCS1A02G133400
TraesCS1A02G158600
TraesCS1A02G206200
TraesCS1A02G212400
TraesCS1A02G213000
TraesCS1A02G215500
TraesCS1A02G218900
TraesCS1A02G225200
TraesCS1A02G230400
TraesCS1A02G244300
TraesCS1A02G247500
TraesCS1A02G267800
TraesCS1A02G269500
TraesCS1A02G282700
TraesCS1A02G314300
TraesCS1A02G320900
TraesCS1A02G373000
TraesCS1A02G378200
TraesCS1A02G386400
TraesCS1A02G390400
TraesCS1B02G086500
TraesCS1B02G136800
TraesCS1B02G136900
TraesCS1B02G152100
TraesCS1B02G155000
TraesCS1B02G155600
TraesCS1B02G194300
TraesCS1B02G212400
TraesCS1B02G229000
TraesCS1B02G247400
TraesCS1B02G258100
TraesCS1B02G278500
TraesCS1B02G280000
TraesCS1B02G282900
TraesCS1B02G293000
TraesCS1B02G307500
TraesCS1B02G316600
TraesCS1B02G318500
TraesCS1B02G322100
TraesCS1B02G344900
TraesCS1B02G404000
TraesCS1B02G429300
TraesCS1B02G434000
TraesCS1B02G453300
TraesCS1B02G463900
TraesCS1B02G475400
TraesCS1D02G018300
TraesCS1D02G067400
TraesCS1D02G097800
TraesCS1D02G124300
TraesCS1D02G164500
TraesCS1D02G172100
TraesCS1D02G201200
TraesCS1D02G213900
TraesCS1D02G218000
TraesCS1D02G231600
TraesCS1D02G243100
TraesCS1D02G246700
TraesCS1D02G260000
TraesCS1D02G262300
TraesCS1D02G269600
TraesCS1D02G290500
TraesCS1D02G303400
TraesCS1D02G317100
TraesCS1D02G374500
TraesCS1D02G385200
TraesCS1D02G412200
TraesCS1D02G429900
TraesCS2A02G032700
TraesCS2A02G038000
TraesCS2A02G044800
TraesCS2A02G107100
TraesCS2A02G141100
TraesCS2A02G172400
TraesCS2A02G182400
TraesCS2A02G190400
TraesCS2A02G191100
TraesCS2A02G277100
TraesCS2A02G290100
TraesCS2A02G297300
TraesCS2A02G302700
TraesCS2A02G302900
TraesCS2A02G308800
TraesCS2A02G313400
TraesCS2A02G358900
TraesCS2A02G360200
TraesCS2A02G380800
TraesCS2A02G382000
TraesCS2A02G403800
TraesCS2A02G410900
TraesCS2A02G425200
TraesCS2A02G439400
TraesCS2A02G490300
TraesCS2A02G511900
TraesCS2A02G557900
TraesCS2A02G559300
TraesCS2A02G582300
TraesCS2A02G583100
TraesCS2A02G584100
TraesCS2A02G591200
TraesCS2A02G591500
TraesCS2B02G050400
TraesCS2B02G099600
TraesCS2B02G123700
TraesCS2B02G189100
TraesCS2B02G190200
TraesCS2B02G199500
TraesCS2B02G207100
TraesCS2B02G212500
TraesCS2B02G239300
TraesCS2B02G242100
TraesCS2B02G242200
TraesCS2B02G253900
TraesCS2B02G259800
TraesCS2B02G272600
TraesCS2B02G276700
TraesCS2B02G287700
TraesCS2B02G306600
TraesCS2B02G313500
TraesCS2B02G325900
TraesCS2B02G363200
TraesCS2B02G365900
TraesCS2B02G389300
TraesCS2B02G394200
TraesCS2B02G401700
TraesCS2B02G421800
TraesCS2B02G425000
TraesCS2B02G425600
TraesCS2B02G430800
TraesCS2B02G446300
TraesCS2B02G458100
TraesCS2B02G482000
TraesCS2B02G483200
TraesCS2B02G488000
TraesCS2B02G499400
TraesCS2B02G525200
TraesCS2B02G542300
TraesCS2B02G553600
TraesCS2B02G572500
TraesCS2B02G583400
TraesCS2B02G587100
TraesCS2D02G058900
TraesCS2D02G090300
TraesCS2D02G125800
TraesCS2D02G143600
TraesCS2D02G163000
TraesCS2D02G190000
TraesCS2D02G195300
TraesCS2D02G213600
TraesCS2D02G245500
TraesCS2D02G288000
TraesCS2D02G295200
TraesCS2D02G299300
TraesCS2D02G315800
TraesCS2D02G376200
TraesCS2D02G397600
TraesCS2D02G400900
TraesCS2D02G404800
TraesCS2D02G433000
TraesCS2D02G435100
TraesCS2D02G450100
TraesCS2D02G463300
TraesCS2D02G497800
TraesCS2D02G557900
TraesCS2D02G563000
TraesCS2D02G564200
TraesCS3A02G041700
TraesCS3A02G042900
TraesCS3A02G077600
TraesCS3A02G111500
TraesCS3A02G117300
TraesCS3A02G117700
TraesCS3A02G125500
TraesCS3A02G139200
TraesCS3A02G139600
TraesCS3A02G151700
TraesCS3A02G160500
TraesCS3A02G186200
TraesCS3A02G233100
TraesCS3A02G243200
TraesCS3A02G256200
TraesCS3A02G268200
TraesCS3A02G271500
TraesCS3A02G316300
TraesCS3A02G328000
TraesCS3A02G331400
TraesCS3A02G348200
TraesCS3A02G352000
TraesCS3A02G352100
TraesCS3A02G355500
TraesCS3A02G355700
TraesCS3A02G362200
TraesCS3A02G365000
TraesCS3A02G377500
TraesCS3A02G402600
TraesCS3A02G404300
TraesCS3A02G418600
TraesCS3A02G439000
TraesCS3A02G445100
TraesCS3A02G459200
TraesCS3A02G478800
TraesCS3A02G490300
TraesCS3B02G000700
TraesCS3B02G039800
TraesCS3B02G042000
TraesCS3B02G085200
TraesCS3B02G132300
TraesCS3B02G136400
TraesCS3B02G160100
TraesCS3B02G180100
TraesCS3B02G190000
TraesCS3B02G191100
TraesCS3B02G212100
TraesCS3B02G215000
TraesCS3B02G229400
TraesCS3B02G230200
TraesCS3B02G237100
TraesCS3B02G244100
TraesCS3B02G251700
TraesCS3B02G252500
TraesCS3B02G263600
TraesCS3B02G283700
TraesCS3B02G285700
TraesCS3B02G295700
TraesCS3B02G310300
TraesCS3B02G350500
TraesCS3B02G361100
TraesCS3B02G361600
TraesCS3B02G369600
TraesCS3B02G373200
TraesCS3B02G378500
TraesCS3B02G381400
TraesCS3B02G384700
TraesCS3B02G385900
TraesCS3B02G394600
TraesCS3B02G426300
TraesCS3B02G426500
TraesCS3B02G430300
TraesCS3B02G431700
TraesCS3B02G436000
TraesCS3B02G437800
TraesCS3B02G472800
TraesCS3B02G551300
TraesCS3D02G037800
TraesCS3D02G070600
TraesCS3D02G107900
TraesCS3D02G113800
TraesCS3D02G122200
TraesCS3D02G139600
TraesCS3D02G144000
TraesCS3D02G158100
TraesCS3D02G162100
TraesCS3D02G186700
TraesCS3D02G187400
TraesCS3D02G188900
TraesCS3D02G190200
TraesCS3D02G206200
TraesCS3D02G236700
TraesCS3D02G249200
TraesCS3D02G291000
TraesCS3D02G315000
TraesCS3D02G321500
TraesCS3D02G324400
TraesCS3D02G325000
TraesCS3D02G325200
TraesCS3D02G345000
TraesCS3D02G346100
TraesCS3D02G347300
TraesCS3D02G349700
TraesCS3D02G355900
TraesCS3D02G364700
TraesCS3D02G366700
TraesCS3D02G367700
TraesCS3D02G375400
TraesCS3D02G399500
TraesCS3D02G414200
