TraesCS1A02G061700,1
TraesCS1A02G076400,1
TraesCS1A02G082500,1
TraesCS1A02G096600,1
TraesCS1A02G102900,1
TraesCS1A02G103900,1
TraesCS1A02G111000,1
TraesCS1A02G215100,1
TraesCS1A02G228200,1
TraesCS1A02G266900,1
TraesCS1A02G287000,1
TraesCS1A02G299600,1
TraesCS1A02G347100,1
TraesCS1B02G126500,1
TraesCS1B02G159700,1
TraesCS1B02G164800,1
TraesCS1B02G180000,1
TraesCS1B02G185100,1
TraesCS1B02G206600,1
TraesCS1B02G210500,1
TraesCS1B02G236600,1
TraesCS1B02G244300,1
TraesCS1B02G277800,1
TraesCS1B02G283100,1
TraesCS1B02G289600,1
TraesCS1B02G290500,1
TraesCS1B02G314700,1
TraesCS1B02G345900,1
TraesCS1B02G355700,1
TraesCS1D02G072200,1
TraesCS1D02G107000,1
TraesCS1D02G157200,1
TraesCS1D02G191900,1
TraesCS1D02G199300,1
TraesCS1D02G239000,1
TraesCS1D02G267100,1
TraesCS1D02G273800,1
TraesCS1D02G277900,1
TraesCS1D02G287700,1
TraesCS1D02G303700,1
TraesCS1D02G305100,1
TraesCS1D02G333500,1
TraesCS1D02G344700,1
TraesCS1D02G365400,1
TraesCS1D02G370100,1
TraesCS1D02G379800,1
TraesCS1D02G380000,1
TraesCS1D02G449000,1
TraesCS2A02G000200,1
TraesCS2A02G059400,1
TraesCS2A02G163800,1
TraesCS2A02G216800,1
TraesCS2A02G243600,1
TraesCS2A02G289300,1
TraesCS2A02G306200,1
TraesCS2A02G307100,1
TraesCS2A02G317300,1
TraesCS2A02G319100,1
TraesCS2A02G325100,1
TraesCS2A02G406000,1
TraesCS2A02G417300,1
TraesCS2A02G428400,1
TraesCS2A02G432700,1
TraesCS2A02G438200,1
TraesCS2A02G477900,1
TraesCS2A02G511300,1
TraesCS2A02G523700,1
TraesCS2B02G004500,1
TraesCS2B02G083700,1
TraesCS2B02G096000,1
TraesCS2B02G116900,1
TraesCS2B02G123900,1
TraesCS2B02G132000,1
TraesCS2B02G147000,1
TraesCS2B02G160600,1
TraesCS2B02G167700,1
TraesCS2B02G177500,1
TraesCS2B02G187400,1
TraesCS2B02G197300,1
TraesCS2B02G213200,1
TraesCS2B02G216400,1
TraesCS2B02G254400,1
TraesCS2B02G259400,1
TraesCS2B02G259500,1
TraesCS2B02G261200,1
TraesCS2B02G292200,1
TraesCS2B02G298900,1
TraesCS2B02G307900,1
TraesCS2B02G323700,1
TraesCS2B02G337800,1
TraesCS2B02G338900,1
TraesCS2B02G340400,1
TraesCS2B02G346700,1
TraesCS2B02G372700,1
TraesCS2B02G379300,1
TraesCS2B02G386700,1
TraesCS2B02G386900,1
TraesCS2B02G396800,1
TraesCS2B02G414500,1
TraesCS2B02G418400,1
TraesCS2B02G435600,1
TraesCS2B02G435900,1
TraesCS2B02G436300,1
TraesCS2B02G437200,1
TraesCS2B02G437300,1
TraesCS2B02G439900,1
TraesCS2B02G452300,1
TraesCS2B02G456500,1
TraesCS2B02G458500,1
TraesCS2B02G465200,1
TraesCS2B02G474000,1
TraesCS2B02G530500,1
TraesCS2B02G534200,1
TraesCS2B02G555200,1
TraesCS2B02G604300,1
TraesCS2B02G605800,1
TraesCS2D02G097700,1
TraesCS2D02G099400,1
TraesCS2D02G106300,1
TraesCS2D02G111900,1
TraesCS2D02G120200,1
TraesCS2D02G139400,1
TraesCS2D02G155400,1
TraesCS2D02G170700,1
TraesCS2D02G190200,1
TraesCS2D02G191800,1
TraesCS2D02G214200,1
TraesCS2D02G250600,1
TraesCS2D02G284100,1
TraesCS2D02G294400,1
TraesCS2D02G302500,1
TraesCS2D02G316900,1
TraesCS2D02G366100,1
TraesCS2D02G392900,1
TraesCS2D02G397900,1
TraesCS2D02G414600,1
TraesCS2D02G443200,1
TraesCS2D02G502000,1
