TraesCS1A02G012500
TraesCS1A02G023400
TraesCS1A02G039200
TraesCS1A02G053600
TraesCS1A02G086100
TraesCS1A02G096200
TraesCS1A02G107800
TraesCS1A02G114300
TraesCS1A02G143800
TraesCS1A02G308900
TraesCS1A02G396600
TraesCS1A02G398900
TraesCS1A02G407100
TraesCS1A02G416000
TraesCS1B02G062500
TraesCS1B02G104500
TraesCS1B02G125300
TraesCS1B02G162000
TraesCS1B02G233500
TraesCS1B02G251300
TraesCS1B02G279000
TraesCS1B02G359500
TraesCS1B02G371100
TraesCS1B02G373100
TraesCS1D02G008000
TraesCS1D02G069400
TraesCS1D02G087600
TraesCS1D02G164600
TraesCS1D02G221400
TraesCS1D02G239300
TraesCS1D02G240500
TraesCS1D02G252200
TraesCS1D02G293200
TraesCS1D02G315400
TraesCS1D02G320100
TraesCS1D02G361500
TraesCS1D02G399800
TraesCS2A02G030000
TraesCS2A02G031000
TraesCS2A02G034800
TraesCS2A02G035300
TraesCS2A02G041900
TraesCS2A02G106800
TraesCS2A02G114300
TraesCS2A02G166400
TraesCS2A02G173200
TraesCS2A02G179783
TraesCS2A02G179900
TraesCS2A02G189700
TraesCS2A02G192400
TraesCS2A02G197400
TraesCS2A02G260500
TraesCS2A02G297800
TraesCS2A02G322800
TraesCS2A02G375000
TraesCS2A02G462900
TraesCS2A02G464100
TraesCS2A02G499500
TraesCS2A02G547900
TraesCS2B02G042400
TraesCS2B02G047900
TraesCS2B02G057200
TraesCS2B02G120300
TraesCS2B02G164200
TraesCS2B02G184900
TraesCS2B02G188700
TraesCS2B02G273500
TraesCS2B02G358600
TraesCS2B02G375600
TraesCS2B02G480800
TraesCS2B02G545600
TraesCS2B02G576900
TraesCS2D02G050300
TraesCS2D02G077900
TraesCS2D02G097900
TraesCS2D02G113300
TraesCS2D02G137900
TraesCS2D02G138900
TraesCS2D02G168000
TraesCS2D02G180300
TraesCS2D02G183200
TraesCS2D02G198100
TraesCS2D02G211600
TraesCS2D02G238600
TraesCS2D02G244900
TraesCS2D02G398600
TraesCS2D02G433100
TraesCS2D02G443500
TraesCS2D02G455200
TraesCS2D02G487100
TraesCS2D02G497500
TraesCS2D02G549000
TraesCS2D02G563800
TraesCS3A02G111700
TraesCS3A02G149100
TraesCS3A02G155400
TraesCS3A02G158600
TraesCS3A02G182800
TraesCS3A02G198900
TraesCS3A02G203900
TraesCS3A02G212900
TraesCS3A02G215300
TraesCS3A02G231900
TraesCS3A02G273900
TraesCS3A02G277800
TraesCS3A02G283500
TraesCS3A02G314700
TraesCS3A02G359100
TraesCS3A02G377300
TraesCS3A02G377700
TraesCS3A02G381900
TraesCS3A02G511700
TraesCS3A02G517000
TraesCS3A02G520900
TraesCS3B02G114800
TraesCS3B02G155000
TraesCS3B02G156500
TraesCS3B02G209400
TraesCS3B02G258700
TraesCS3B02G307600
TraesCS3B02G310200
TraesCS3B02G327200
TraesCS3B02G397100
TraesCS3B02G410500
TraesCS3B02G415800
TraesCS3B02G433600
TraesCS3B02G437500
TraesCS3B02G439500
TraesCS3B02G477600
TraesCS3B02G522300
TraesCS3D02G050300
TraesCS3D02G068000
