TF_name,TF_family,TAM111,TAM112,diff,abs_diff
TraesCS3B02G319400,ABI3/VP1,1,1,0,0
TraesCS4A02G055500,ABI3/VP1,1,1,0,0
TraesCS4A02G198300,ABI3/VP1,1,1,0,0
TraesCS4B02G301400,ABI3/VP1,1,1,0,0
TraesCS5D02G514900,ABI3/VP1,1,1,0,0
TraesCS7A02G417300,ABI3/VP1,1,1,0,0
TraesCS7B02G085000,ABI3/VP1,1,1,0,0
TraesCS7D02G388100,ABI3/VP1,1,1,0,0
TraesCS1B02G233300,AP2/EREBP,1,1,0,0
TraesCS1B02G307000,AP2/EREBP,1,1,0,0
TraesCS1D02G223600,AP2/EREBP,1,1,0,0
TraesCS2A02G288000,AP2/EREBP,1,1,0,0
TraesCS2A02G427700,AP2/EREBP,1,1,0,0
TraesCS2D02G357600,AP2/EREBP,1,1,0,0
TraesCS3A02G328000,AP2/EREBP,1,1,0,0
TraesCS3B02G115400,AP2/EREBP,1,1,0,0
TraesCS3D02G321500,AP2/EREBP,1,1,0,0
TraesCS4A02G035400,AP2/EREBP,1,1,0,0
TraesCS4B02G122100,AP2/EREBP,1,1,0,0
TraesCS5A02G311300,AP2/EREBP,1,1,0,0
TraesCS5B02G311400,AP2/EREBP,1,1,0,0
TraesCS5D02G318100,AP2/EREBP,1,1,0,0
TraesCS6A02G250900,AP2/EREBP,1,1,0,0
TraesCS6A02G251000,AP2/EREBP,1,1,0,0
TraesCS6B02G263800,AP2/EREBP,1,1,0,0
TraesCS6D02G161300,AP2/EREBP,1,1,0,0
TraesCS6D02G232700,AP2/EREBP,1,1,0,0
TraesCS6D02G281200,AP2/EREBP,1,1,0,0
TraesCS7A02G292900,AP2/EREBP,1,1,0,0
TraesCS7B02G074500,AP2/EREBP,1,1,0,0
TraesCS7D02G127600,AP2/EREBP,1,1,0,0
TraesCS5D02G045700,ARF,1,1,0,0
TraesCS7D02G250100,ARF,1,1,0,0
TraesCS7D02G463000,ARF,1,1,0,0
TraesCS3B02G435700,AS2/LOB,1,1,0,0
TraesCS2D02G199900,BES1,1,1,0,0
TraesCS7B02G272900,BES1,1,1,0,0
TraesCS2B02G273500,bHLH,1,1,0,0
TraesCS5A02G515800,bHLH,1,1,0,0
TraesCS5B02G229000,bHLH,1,1,0,0
TraesCS5B02G380200,bHLH,1,1,0,0
TraesCS5B02G422000,bHLH,1,1,0,0
TraesCS5D02G428400,bHLH,1,1,0,0
TraesCS6D02G270900,bHLH,1,1,0,0
TraesCS7B02G026300,bHLH,1,1,0,0
TraesCS2A02G251100,bHLH_TCP,1,1,0,0
TraesCS2B02G265800,bHLH_TCP,1,1,0,0
TraesCS3A02G436100,bHLH_TCP,1,1,0,0
TraesCS3D02G428700,bHLH_TCP,1,1,0,0
TraesCS5A02G121800,bHLH_TCP,1,1,0,0
TraesCS5B02G117100,bHLH_TCP,1,1,0,0
TraesCS5D02G040100,bHLH_TCP,1,1,0,0
TraesCS4B02G045700,C2C2_CO-like,1,1,0,0
TraesCS4D02G046200,C2C2_CO-like,1,1,0,0
TraesCS5B02G163500,C2C2_CO-like,1,1,0,0
TraesCS6A02G293200,C2C2_CO-like,1,1,0,0
TraesCS6B02G179000,C2C2_CO-like,1,1,0,0
TraesCS2A02G590800,C2C2_Dof,1,1,0,0
TraesCS2A02G591100,C2C2_Dof,1,1,0,0
TraesCS2B02G592800,C2C2_Dof,1,1,0,0
TraesCS5B02G492600,C2C2_Dof,1,1,0,0
TraesCS1D02G106100,C2C2_GATA,1,1,0,0
TraesCS3A02G538400,C2C2_GATA,1,1,0,0
TraesCS4B02G099500,C2C2_GATA,1,1,0,0
TraesCS2A02G386200,C2C2_YABBY,1,1,0,0
TraesCS5B02G373600,C2C2_YABBY,1,1,0,0
TraesCS5D02G033700,C2C2_YABBY,1,1,0,0
TraesCS5D02G380900,C2C2_YABBY,1,1,0,0
TraesCS2D02G101800,C3H,1,1,0,0
TraesCS3D02G177700,C3H,1,1,0,0
TraesCS4A02G190800,C3H,1,1,0,0
TraesCS5A02G267500,C3H,1,1,0,0
TraesCS3D02G426700,CAMTA,1,1,0,0
TraesCS4A02G277300,CCAAT_HAP2,1,1,0,0
TraesCS4D02G033700,CCAAT_HAP2,1,1,0,0
TraesCS5A02G256500,CCAAT_HAP5,1,1,0,0
TraesCS5B02G255900,CCAAT_HAP5,1,1,0,0
TraesCS5D02G265000,CCAAT_HAP5,1,1,0,0
TraesCS7A02G475400,CCAAT_HAP5,1,1,0,0
TraesCS7B02G135000,CCAAT_HAP5,1,1,0,0
TraesCS7D02G463100,CCAAT_HAP5,1,1,0,0
TraesCS4B02G028500,CPP,1,1,0,0
TraesCS5D02G065300,CPP,1,1,0,0
TraesCS1A02G262500,CSD,1,1,0,0
TraesCS1B02G273000,CSD,1,1,0,0
TraesCS1B02G273100,CSD,1,1,0,0
TraesCS1D02G262500,CSD,1,1,0,0
TraesCS2B02G313600,E2F/DP,1,1,0,0
TraesCS3B02G204800,FHA,1,1,0,0
TraesCS2A02G317000,FHA,1,1,0,0
TraesCS2D02G314900,FHA,1,1,0,0
TraesCS3A02G174400,FHA,1,1,0,0
TraesCS3A02G174900,FHA,1,1,0,0
TraesCS3D02G180300,FHA,1,1,0,0
TraesCS7D02G258200,FHA,1,1,0,0
TraesCS1B02G268900,GARP_G2-like,1,1,0,0
TraesCS2A02G116100,GARP_G2-like,1,1,0,0
TraesCS3D02G168200,GARP_G2-like,1,1,0,0
TraesCS6D02G248300,GARP_G2-like,1,1,0,0
TraesCS7D02G294400,GARP_G2-like,1,1,0,0
TraesCS2A02G151700,GeBP,1,1,0,0
TraesCS2D02G156800,GeBP,1,1,0,0
TraesCS3A02G042900,GeBP,1,1,0,0
TraesCS3B02G040600,GeBP,1,1,0,0
TraesCS3B02G200500,GeBP,1,1,0,0
TraesCS3D02G037800,GeBP,1,1,0,0
TraesCS4A02G138100,GeBP,1,1,0,0
TraesCS4B02G159600,GeBP,1,1,0,0
TraesCS5D02G022400,GeBP,1,1,0,0
TraesCS7D02G170000,GeBP,1,1,0,0
TraesCS3B02G441600,GRAS,1,1,0,0
TraesCS3D02G354100,GRAS,1,1,0,0
TraesCS3D02G403100,GRAS,1,1,0,0
TraesCS4A02G176300,GRAS,1,1,0,0
TraesCS4B02G140800,GRAS,1,1,0,0
TraesCS4D02G040400,GRAS,1,1,0,0
TraesCS4D02G127800,GRAS,1,1,0,0
TraesCS4D02G135500,GRAS,1,1,0,0
TraesCS5A02G135000,GRAS,1,1,0,0
TraesCS4A02G434900,GRF,1,1,0,0
TraesCS4A02G040600,HD,1,1,0,0
TraesCS4D02G228800,HD,1,1,0,0
TraesCS2A02G305400,HD_PLINC,1,1,0,0
TraesCS2D02G303900,HD_PLINC,1,1,0,0
TraesCS5A02G227100,HD_PLINC,1,1,0,0
TraesCS6D02G253700,HD_PLINC,1,1,0,0
TraesCS1D02G220900,HD-Zip_I_II,1,1,0,0
TraesCS5D02G323100,HD-Zip_I_II,1,1,0,0
TraesCS6A02G290800,HD-Zip_I_II,1,1,0,0
TraesCS7D02G270600,HSF,1,1,0,0
TraesCS1D02G382900,HSF,1,1,0,0
TraesCS4A02G027700,HSF,1,1,0,0
TraesCS4B02G385800,HSF,1,1,0,0
TraesCS5A02G237900,HSF,1,1,0,0
TraesCS5A02G314700,HSF,1,1,0,0
TraesCS5B02G236100,HSF,1,1,0,0
TraesCS5D02G243900,HSF,1,1,0,0
TraesCS6B02G127000,HSF,1,1,0,0
TraesCS6B02G024100,MADS_I,1,1,0,0
TraesCS1A02G125800,MADS_II,1,1,0,0
TraesCS6A02G011700,MADS_II,1,1,0,0
TraesCS1B02G269200,mTERF,1,1,0,0
TraesCS1B02G325200,mTERF,1,1,0,0
TraesCS1D02G258000,mTERF,1,1,0,0
TraesCS1D02G420700,mTERF,1,1,0,0
TraesCS2D02G528700,mTERF,1,1,0,0
TraesCS4B02G103900,mTERF,1,1,0,0
TraesCS5A02G239900,mTERF,1,1,0,0
TraesCS5D02G030400,mTERF,1,1,0,0
TraesCS6A02G019500,mTERF,1,1,0,0
TraesCS6A02G030000,mTERF,1,1,0,0
TraesCS6A02G031600,mTERF,1,1,0,0
TraesCS6A02G201500,mTERF,1,1,0,0
TraesCS6B02G022000,mTERF,1,1,0,0
TraesCS6B02G023000,mTERF,1,1,0,0
TraesCS6B02G023400,mTERF,1,1,0,0
TraesCS6B02G025200,mTERF,1,1,0,0
TraesCS6B02G025900,mTERF,1,1,0,0
TraesCS6B02G059500,mTERF,1,1,0,0
TraesCS6B02G082700,mTERF,1,1,0,0
TraesCS6B02G333200,mTERF,1,1,0,0
TraesCS6D02G020000,mTERF,1,1,0,0
TraesCS6D02G020200,mTERF,1,1,0,0
TraesCS6D02G022100,mTERF,1,1,0,0
TraesCS6D02G022200,mTERF,1,1,0,0
TraesCS6D02G036500,mTERF,1,1,0,0
TraesCS7A02G183700,mTERF,1,1,0,0
TraesCS7A02G250000,mTERF,1,1,0,0
TraesCS7A02G460800,mTERF,1,1,0,0
TraesCS7B02G088200,mTERF,1,1,0,0
TraesCS7D02G184000,mTERF,1,1,0,0
TraesCS1A02G218800,MYB-related,1,1,0,0
TraesCS1B02G383800,MYB-related,1,1,0,0
TraesCS1B02G383900,MYB-related,1,1,0,0
TraesCS1B02G451500,MYB-related,1,1,0,0
TraesCS1D02G043300,MYB-related,1,1,0,0
TraesCS1D02G220500,MYB-related,1,1,0,0
TraesCS1D02G268900,MYB-related,1,1,0,0
TraesCS1D02G371800,MYB-related,1,1,0,0
TraesCS1D02G428400,MYB-related,1,1,0,0
TraesCS2A02G157600,MYB-related,1,1,0,0
TraesCS2A02G552400,MYB-related,1,1,0,0
TraesCS2B02G178000,MYB-related,1,1,0,0
TraesCS2B02G459800,MYB-related,1,1,0,0
TraesCS2D02G158200,MYB-related,1,1,0,0
TraesCS2D02G456900,MYB-related,1,1,0,0
TraesCS3A02G107000,MYB-related,1,1,0,0
TraesCS3A02G108000,MYB-related,1,1,0,0
TraesCS3A02G109300,MYB-related,1,1,0,0
TraesCS3B02G126800,MYB-related,1,1,0,0
TraesCS3B02G128500,MYB-related,1,1,0,0
TraesCS3B02G407700,MYB-related,1,1,0,0
TraesCS3D02G111100,MYB-related,1,1,0,0
TraesCS3D02G360500,MYB-related,1,1,0,0
TraesCS4A02G217800,MYB-related,1,1,0,0
TraesCS4B02G096500,MYB-related,1,1,0,0
TraesCS4D02G092900,MYB-related,1,1,0,0
TraesCS4D02G224500,MYB-related,1,1,0,0
TraesCS5B02G157300,MYB-related,1,1,0,0
TraesCS5B02G226100,MYB-related,1,1,0,0
TraesCS5D02G093100,MYB-related,1,1,0,0
TraesCS5D02G095600,MYB-related,1,1,0,0
TraesCS5D02G234800,MYB-related,1,1,0,0
TraesCS6A02G236700,MYB-related,1,1,0,0
TraesCS6A02G269000,MYB-related,1,1,0,0
TraesCS6B02G228500,MYB-related,1,1,0,0
TraesCS6D02G179100,MYB-related,1,1,0,0
TraesCS7A02G272100,MYB-related,1,1,0,0
TraesCS7A02G306100,MYB-related,1,1,0,0
TraesCS7B02G187400,MYB-related,1,1,0,0
TraesCS7B02G372500,MYB-related,1,1,0,0
TraesCS2B02G118200,NAC,1,1,0,0
TraesCS2B02G118500,NAC,1,1,0,0
TraesCS2D02G100900,NAC,1,1,0,0
TraesCS3B02G371200,NAC,1,1,0,0
TraesCS3B02G436900,NAC,1,1,0,0
TraesCS3D02G398200,NAC,1,1,0,0
TraesCS3D02G401200,NAC,1,1,0,0
TraesCS5A02G500500,NAC,1,1,0,0
TraesCS5D02G481200,NAC,1,1,0,0
TraesCS6B02G433100,NAC,1,1,0,0
TraesCS7B02G365300,NAC,1,1,0,0
TraesCS7D02G263800,NAC,1,1,0,0
TraesCS7D02G451700,NAC,1,1,0,0
TraesCS3A02G497900,PLATZ,1,1,0,0
TraesCS6A02G264400,PLATZ,1,1,0,0
TraesCS2D02G079600,Pseudo ARR-B,1,1,0,0
TraesCS4A02G105300,Pseudo ARR-B,1,1,0,0
TraesCS4D02G199600,Pseudo ARR-B,1,1,0,0
TraesCS6B02G253900,Pseudo ARR-B,1,1,0,0
TraesCS6D02G207100,Pseudo ARR-B,1,1,0,0
TraesCS2B02G422300,RWP-RK,1,1,0,0
TraesCS3D02G166900,RWP-RK,1,1,0,0
TraesCS4A02G230700,RWP-RK,1,1,0,0
TraesCS4D02G322400,RWP-RK,1,1,0,0
TraesCS5A02G497800,RWP-RK,1,1,0,0
TraesCS6A02G155300,SBP,1,1,0,0
TraesCS6D02G098500,SBP,1,1,0,0
TraesCS7A02G208000,SBP,1,1,0,0
TraesCS7B02G115200,SBP,1,1,0,0
TraesCS7D02G210400,SBP,1,1,0,0
TraesCS7D02G248000,SBP,1,1,0,0
TraesCS1B02G461600,Sigma70-like,1,1,0,0
TraesCS4B02G209300,Sigma70-like,1,1,0,0
TraesCS4D02G210000,Sigma70-like,1,1,0,0
TraesCS7A02G297900,Sigma70-like,1,1,0,0
TraesCS7B02G184800,Sigma70-like,1,1,0,0
TraesCS7D02G292000,Sigma70-like,1,1,0,0
TraesCS5D02G124700,Sir2,1,1,0,0
TraesCSU02G136000,Sir2,1,1,0,0
TraesCS5A02G319200,SRS,1,1,0,0
TraesCS5D02G325400,SRS,1,1,0,0
TraesCS3A02G400400,TAZ,1,1,0,0
TraesCS3B02G433400,TAZ,1,1,0,0
TraesCS3D02G408100,TAZ,1,1,0,0
TraesCS2A02G169300,tify,1,1,0,0
TraesCS2B02G195600,tify,1,1,0,0
TraesCS2D02G176800,tify,1,1,0,0
TraesCS2D02G507200,tify,1,1,0,0
TraesCS3D02G371600,TUB,1,1,0,0
TraesCS4D02G164200,TUB,1,1,0,0
TraesCS6A02G272800,TUB,1,1,0,0
TraesCS6B02G300200,TUB,1,1,0,0
TraesCS4A02G395700,Whirly,1,1,0,0
TraesCS7A02G095300,Whirly,1,1,0,0
TraesCS7D02G091500,Whirly,1,1,0,0
TraesCS1A02G070400,WRKY,1,1,0,0
TraesCS2A02G433000,WRKY,1,1,0,0
TraesCS2D02G262100,WRKY,1,1,0,0
TraesCS3A02G242500,WRKY,1,1,0,0
TraesCS3B02G379200,WRKY,1,1,0,0
TraesCS3D02G242500,WRKY,1,1,0,0
TraesCS3D02G289500,WRKY,1,1,0,0
TraesCS3D02G341100,WRKY,1,1,0,0
TraesCS5A02G185700,WRKY,1,1,0,0
TraesCS5D02G404400,WRKY,1,1,0,0
TraesCS6A02G146900,WRKY,1,1,0,0
TraesCS2B02G185600,ABI3/VP1,0,0,0,0
TraesCS2D02G167000,ABI3/VP1,0,0,0,0
TraesCS5B02G514700,ABI3/VP1,0,0,0,0
TraesCS2A02G009100,ABI3/VP1,0,0,0,0
TraesCS2A02G077500,ABI3/VP1,0,0,0,0
TraesCS2D02G148000,ABI3/VP1,0,0,0,0
TraesCS4A02G214700,ABI3/VP1,0,0,0,0
TraesCS5A02G090100,ABI3/VP1,0,0,0,0
TraesCS5A02G363700,ABI3/VP1,0,0,0,0
TraesCS5A02G516600,ABI3/VP1,0,0,0,0
TraesCS5B02G365800,ABI3/VP1,0,0,0,0
TraesCS5D02G077900,ABI3/VP1,0,0,0,0
TraesCS5D02G102200,ABI3/VP1,0,0,0,0
TraesCS5D02G515100,ABI3/VP1,0,0,0,0
TraesCS5D02G515200,ABI3/VP1,0,0,0,0
TraesCS6A02G176600,ABI3/VP1,0,0,0,0
TraesCS6A02G213000,ABI3/VP1,0,0,0,0
TraesCS7D02G020700,ABI3/VP1,0,0,0,0
TraesCS7D02G057400,ABI3/VP1,0,0,0,0
TraesCS1B02G254300,AP2/EREBP,0,0,0,0
TraesCS2B02G221700,AP2/EREBP,0,0,0,0
TraesCS2D02G425700,AP2/EREBP,0,0,0,0
TraesCS2D02G503900,AP2/EREBP,0,0,0,0
TraesCS3B02G357600,AP2/EREBP,0,0,0,0
TraesCS4B02G215800,AP2/EREBP,0,0,0,0
TraesCS4D02G002400,AP2/EREBP,0,0,0,0
TraesCS4D02G216300,AP2/EREBP,0,0,0,0
TraesCS5A02G141700,AP2/EREBP,0,0,0,0
TraesCS5A02G310000,AP2/EREBP,0,0,0,0
TraesCS6B02G210300,AP2/EREBP,0,0,0,0
TraesCS6B02G274200,AP2/EREBP,0,0,0,0
TraesCS6D02G225500,AP2/EREBP,0,0,0,0
TraesCS7D02G182700,AP2/EREBP,0,0,0,0
TraesCS7D02G292500,AP2/EREBP,0,0,0,0
TraesCS1A02G156600,ARF,0,0,0,0
TraesCS2D02G307600,ARF,0,0,0,0
TraesCS3A02G246000,ARF,0,0,0,0
TraesCS3D02G292100,ARF,0,0,0,0
TraesCS3D02G434700,ARF,0,0,0,0
TraesCS7B02G363100,ARF,0,0,0,0
TraesCS7D02G409700,ARF,0,0,0,0
TraesCS7D02G449900,ARF,0,0,0,0
TraesCS6A02G189700,ARID,0,0,0,0
TraesCS6D02G180000,ARID,0,0,0,0
TraesCS4A02G235100,AS2/LOB,0,0,0,0
TraesCS4B02G224600,AS2/LOB,0,0,0,0
TraesCS1A02G193200,bHLH,0,0,0,0
TraesCS1B02G113100,bHLH,0,0,0,0
TraesCS3D02G210600,bHLH,0,0,0,0
TraesCS4A02G257900,bHLH,0,0,0,0
TraesCS4D02G056900,bHLH,0,0,0,0
TraesCS4D02G237100,bHLH,0,0,0,0
TraesCS5A02G225700,bHLH,0,0,0,0
TraesCS6B02G411300,bHLH,0,0,0,0
TraesCS6D02G294900,bHLH,0,0,0,0
TraesCS6D02G341200,bHLH,0,0,0,0
TraesCS7A02G543300,bHLH,0,0,0,0
TraesCS7B02G145800,bHLH,0,0,0,0
TraesCS7D02G308300,bHLH,0,0,0,0
TraesCS2B02G062900,bHLH_TCP,0,0,0,0
TraesCS2D02G049400,bHLH_TCP,0,0,0,0
TraesCS3B02G164500,bHLH_TCP,0,0,0,0
TraesCS6A02G150900,C2C2_CO-like,0,0,0,0
TraesCS6B02G248400,C2C2_CO-like,0,0,0,0
TraesCS7A02G218600,C2C2_CO-like,0,0,0,0
TraesCS2A02G225900,C2C2_Dof,0,0,0,0
TraesCS2A02G591200,C2C2_Dof,0,0,0,0
TraesCS2D02G231600,C2C2_Dof,0,0,0,0
TraesCS2D02G399500,C2C2_Dof,0,0,0,0
TraesCS2D02G563000,C2C2_Dof,0,0,0,0
TraesCS2D02G563100,C2C2_Dof,0,0,0,0
TraesCS3B02G305400,C2C2_Dof,0,0,0,0
TraesCS3D02G271300,C2C2_Dof,0,0,0,0
TraesCS3D02G537400,C2C2_Dof,0,0,0,0
TraesCS5A02G479400,C2C2_Dof,0,0,0,0
TraesCS6A02G274000,C2C2_Dof,0,0,0,0
TraesCS6B02G270100,C2C2_Dof,0,0,0,0
TraesCS7D02G215300,C2C2_Dof,0,0,0,0
TraesCS2B02G406400,C2C2_GATA,0,0,0,0
TraesCS2B02G410200,C2C2_GATA,0,0,0,0
TraesCS1A02G397300,C3H,0,0,0,0
TraesCS1B02G444500,C3H,0,0,0,0
TraesCS1B02G480400,C3H,0,0,0,0
TraesCS3B02G237800,C3H,0,0,0,0
TraesCS4A02G276700,C3H,0,0,0,0
TraesCS4B02G124600,C3H,0,0,0,0
TraesCS4D02G034300,C3H,0,0,0,0
TraesCS4D02G122500,C3H,0,0,0,0
TraesCS5A02G121100,C3H,0,0,0,0
TraesCS5A02G423300,C3H,0,0,0,0
TraesCS5B02G502600,C3H,0,0,0,0
TraesCS5D02G148600,C3H,0,0,0,0
TraesCS5D02G431900,C3H,0,0,0,0
TraesCS7A02G228200,C3H,0,0,0,0
TraesCS2A02G359400,CCAAT_Dr1,0,0,0,0
TraesCS3D02G347000,CCAAT_Dr1,0,0,0,0
TraesCS5A02G043300,CCAAT_HAP2,0,0,0,0
TraesCS1D02G310200,CCAAT_HAP5,0,0,0,0
TraesCS7A02G239500,CCAAT_HAP5,0,0,0,0
TraesCS1B02G462600,CPP,0,0,0,0
TraesCS1B02G462900,CPP,0,0,0,0
TraesCS1D02G329200,CPP,0,0,0,0
TraesCS3D02G297000,CPP,0,0,0,0
TraesCS2A02G031800,E2F/DP,0,0,0,0
TraesCS7B02G103500,E2F/DP,0,0,0,0
TraesCS7D02G199600,E2F/DP,0,0,0,0
TraesCS2B02G116900,EIL,0,0,0,0
TraesCS4A02G129400,EIL,0,0,0,0
TraesCS5A02G265700,EIL,0,0,0,0
TraesCS3A02G461400,FHA,0,0,0,0
TraesCS1A02G019200,FHA,0,0,0,0
TraesCS1B02G178800,FHA,0,0,0,0
TraesCS1D02G018400,FHA,0,0,0,0
TraesCS4B02G129700,FHA,0,0,0,0
TraesCS2D02G119100,GARP_G2-like,0,0,0,0
TraesCS3A02G361800,GARP_G2-like,0,0,0,0
TraesCS3B02G394200,GARP_G2-like,0,0,0,0
TraesCS3D02G531900,GARP_G2-like,0,0,0,0
TraesCS5B02G407600,GARP_G2-like,0,0,0,0
TraesCS6A02G266400,GARP_G2-like,0,0,0,0
TraesCS6B02G424600,GARP_G2-like,0,0,0,0
TraesCS6A02G329300,GeBP,0,0,0,0
TraesCS7A02G199000,GeBP,0,0,0,0
TraesCS1A02G209400,GRAS,0,0,0,0
TraesCS4A02G176200,GRAS,0,0,0,0
TraesCS5B02G143100,GRAS,0,0,0,0
TraesCS5B02G326400,GRAS,0,0,0,0
TraesCS5D02G092000,GRAS,0,0,0,0
TraesCS7A02G059000,GRAS,0,0,0,0
TraesCS7B02G078300,GRAS,0,0,0,0
TraesCS2D02G435200,GRF,0,0,0,0
TraesCS7A02G165600,GRF,0,0,0,0
TraesCS7D02G166400,GRF,0,0,0,0
TraesCS5A02G549700,HD,0,0,0,0
TraesCS1D02G341000,HD_PHD,0,0,0,0
TraesCS3B02G258400,HD_PLINC,0,0,0,0
TraesCS4B02G089700,HD_PLINC,0,0,0,0
TraesCS5D02G149400,HD_PLINC,0,0,0,0
TraesCS5D02G235300,HD-Zip_I_II,0,0,0,0
TraesCS1B02G208400,HD-Zip_IV,0,0,0,0
TraesCS3B02G331200,HD-Zip_IV,0,0,0,0
TraesCS2D02G195100,HRT,0,0,0,0
TraesCS2D02G399000,HSF,0,0,0,0
TraesCS3B02G314600,HSF,0,0,0,0
TraesCS3D02G289000,HSF,0,0,0,0
TraesCS5A02G383800,HSF,0,0,0,0
TraesCS5D02G553300,HSF,0,0,0,0
TraesCS6A02G098800,HSF,0,0,0,0
TraesCS3A02G434900,MADS_I,0,0,0,0
TraesCS1A02G199600,MADS_II,0,0,0,0
TraesCS2A02G261200,MADS_II,0,0,0,0
TraesCS2D02G181400,MADS_II,0,0,0,0
TraesCS3A02G090300,MADS_II,0,0,0,0
TraesCS3D02G284200,MADS_II,0,0,0,0
TraesCS4B02G245700,MADS_II,0,0,0,0
TraesCS4B02G346700,MADS_II,0,0,0,0
TraesCS4D02G276100,MADS_II,0,0,0,0
TraesCS5A02G117500,MADS_II,0,0,0,0
TraesCS6B02G186700,MADS_II,0,0,0,0
TraesCS1B02G263300,mTERF,0,0,0,0
TraesCS1B02G399400,mTERF,0,0,0,0
TraesCS1D02G313900,mTERF,0,0,0,0
TraesCS4A02G023900,mTERF,0,0,0,0
TraesCS4A02G234300,mTERF,0,0,0,0
TraesCS4A02G390500,mTERF,0,0,0,0
TraesCS6A02G066800,mTERF,0,0,0,0
TraesCS6B02G023600,mTERF,0,0,0,0
TraesCS6B02G025100,mTERF,0,0,0,0
TraesCS6B02G025800,mTERF,0,0,0,0
TraesCS6B02G027400,mTERF,0,0,0,0
TraesCS6B02G027600,mTERF,0,0,0,0
TraesCS6B02G029100,mTERF,0,0,0,0
TraesCS6B02G044900,mTERF,0,0,0,0
TraesCS6B02G059600,mTERF,0,0,0,0
TraesCS6B02G076700,mTERF,0,0,0,0
TraesCS6B02G090000,mTERF,0,0,0,0
TraesCS6B02G297700,mTERF,0,0,0,0
TraesCS6B02G333100,mTERF,0,0,0,0
TraesCS6B02G395300,mTERF,0,0,0,0
TraesCS6D02G018900,mTERF,0,0,0,0
TraesCS6D02G034700,mTERF,0,0,0,0
TraesCS6D02G036000,mTERF,0,0,0,0
TraesCS6D02G036100,mTERF,0,0,0,0
TraesCS6D02G037000,mTERF,0,0,0,0
TraesCS6D02G283900,mTERF,0,0,0,0
TraesCS7A02G200000,mTERF,0,0,0,0
TraesCS7B02G106700,mTERF,0,0,0,0
TraesCS7B02G362000,mTERF,0,0,0,0
TraesCS7D02G185300,mTERF,0,0,0,0
TraesCS7D02G185400,mTERF,0,0,0,0
TraesCS7D02G203000,mTERF,0,0,0,0
TraesCS7D02G248600,mTERF,0,0,0,0
TraesCS7D02G252100,mTERF,0,0,0,0
TraesCS1A02G366100,MYB-related,0,0,0,0
TraesCS1B02G232800,MYB-related,0,0,0,0
TraesCS1B02G293300,MYB-related,0,0,0,0
TraesCS1B02G401700,MYB-related,0,0,0,0
TraesCS1D02G125400,MYB-related,0,0,0,0
TraesCS2A02G363800,MYB-related,0,0,0,0
TraesCS2A02G370000,MYB-related,0,0,0,0
TraesCS2A02G441300,MYB-related,0,0,0,0
TraesCS2D02G378400,MYB-related,0,0,0,0
TraesCS3A02G056000,MYB-related,0,0,0,0
TraesCS3B02G416400,MYB-related,0,0,0,0
TraesCS3D02G108000,MYB-related,0,0,0,0
TraesCS3D02G353500,MYB-related,0,0,0,0
TraesCS3D02G432300,MYB-related,0,0,0,0
TraesCS4A02G452600,MYB-related,0,0,0,0
TraesCS5D02G183000,MYB-related,0,0,0,0
TraesCS5D02G335700,MYB-related,0,0,0,0
TraesCS6A02G224400,MYB-related,0,0,0,0
TraesCS6D02G210500,MYB-related,0,0,0,0
TraesCS6D02G239800,MYB-related,0,0,0,0
TraesCS7A02G145200,MYB-related,0,0,0,0
TraesCS7B02G047400,MYB-related,0,0,0,0
TraesCS1B02G192200,NAC,0,0,0,0
TraesCS2B02G067400,NAC,0,0,0,0
TraesCS2B02G399700,NAC,0,0,0,0
TraesCS2B02G616900,NAC,0,0,0,0
TraesCS2D02G334800,NAC,0,0,0,0
TraesCS3A02G245900,NAC,0,0,0,0
TraesCS3A02G403300,NAC,0,0,0,0
TraesCS3B02G126200,NAC,0,0,0,0
TraesCS3B02G208300,NAC,0,0,0,0
TraesCS3B02G421300,NAC,0,0,0,0
TraesCS6A02G406700,NAC,0,0,0,0
TraesCS7B02G162700,RB,0,0,0,0
TraesCS2B02G422400,RWP-RK,0,0,0,0
TraesCS3A02G159600,RWP-RK,0,0,0,0
TraesCS5B02G512800,SBP,0,0,0,0
TraesCS5D02G513300,SBP,0,0,0,0
TraesCS7B02G142200,SBP,0,0,0,0
TraesCS1D02G440900,Sigma70-like,0,0,0,0
TraesCS1A02G241400,SRS,0,0,0,0
TraesCS3A02G413600,TAZ,0,0,0,0
TraesCS6A02G107300,TAZ,0,0,0,0
TraesCS6B02G135800,TAZ,0,0,0,0
TraesCS6D02G095400,TAZ,0,0,0,0
TraesCS7D02G407600,TAZ,0,0,0,0
TraesCS5B02G211000,tify,0,0,0,0
TraesCS1A02G333900,TUB,0,0,0,0
TraesCS3B02G411000,TUB,0,0,0,0
TraesCS6A02G149400,TUB,0,0,0,0
TraesCS1A02G410500,WRKY,0,0,0,0
TraesCS1D02G418400,WRKY,0,0,0,0
TraesCS2A02G261900,WRKY,0,0,0,0
TraesCS2D02G168600,WRKY,0,0,0,0
TraesCS3A02G111200,WRKY,0,0,0,0
TraesCS3A02G360900,WRKY,0,0,0,0
TraesCS3D02G113200,WRKY,0,0,0,0
TraesCS3D02G173300,WRKY,0,0,0,0
TraesCS5A02G344100,WRKY,0,0,0,0
TraesCS5B02G154900,WRKY,0,0,0,0
TraesCS5D02G266300,WRKY,0,0,0,0
TraesCS7D02G124300,Zinc finger, MIZ type,0,0,0,0
