TF_name,TF_family,TAM111,TAM112,diff,abs_diff
TraesCS5B02G521100,CAMTA,0,1,-1,1
TraesCS1A02G411700,CCAAT_Dr1,0,1,-1,1
TraesCS2D02G180700,CCAAT_Dr1,0,1,-1,1
TraesCS4A02G306400,CCAAT_HAP3,0,1,-1,1
TraesCS7D02G338500,CPP,0,1,-1,1
TraesCS1D02G262400,CSD,0,1,-1,1
TraesCS6B02G093900,CSD,0,1,-1,1
TraesCS6D02G067500,CSD,0,1,-1,1
TraesCS6B02G341900,E2F/DP,0,1,-1,1
TraesCS6D02G291000,E2F/DP,0,1,-1,1
TraesCS2D02G099400,EIL,0,1,-1,1
TraesCS5D02G273600,EIL,0,1,-1,1
TraesCS1B02G022900,FHA,0,1,-1,1
TraesCS6B02G449300,FHA,0,1,-1,1
TraesCS6D02G388400,FHA,0,1,-1,1
TraesCS7A02G258700,FHA,0,1,-1,1
TraesCS2A02G264800,GARP_G2-like,0,1,-1,1
TraesCS5B02G075300,GARP_G2-like,0,1,-1,1
TraesCS5D02G081000,GARP_G2-like,0,1,-1,1
TraesCS2B02G176900,GeBP,0,1,-1,1
TraesCS3A02G165200,GeBP,0,1,-1,1
TraesCS3D02G176400,GeBP,0,1,-1,1
TraesCS5A02G234500,GeBP,0,1,-1,1
TraesCS5B02G233000,GeBP,0,1,-1,1
TraesCS5D02G241400,GeBP,0,1,-1,1
TraesCS6A02G326000,GeBP,0,1,-1,1
TraesCS6D02G305700,GeBP,0,1,-1,1
TraesCS7B02G105700,GeBP,0,1,-1,1
TraesCS3A02G408000,GRAS,0,1,-1,1
TraesCS4D02G054000,GRAS,0,1,-1,1
TraesCS4D02G122000,GRAS,0,1,-1,1
TraesCS4D02G136400,GRAS,0,1,-1,1
TraesCS5A02G535000,GRAS,0,1,-1,1
TraesCS5D02G148000,GRAS,0,1,-1,1
TraesCS5D02G152700,GRAS,0,1,-1,1
TraesCS5D02G332000,GRAS,0,1,-1,1
TraesCS5D02G422300,GRAS,0,1,-1,1
TraesCS2A02G435100,GRF,0,1,-1,1
TraesCS2D02G246600,GRF,0,1,-1,1
TraesCS4B02G060000,GRF,0,1,-1,1
TraesCS7B02G070200,GRF,0,1,-1,1
TraesCS3D02G141500,HD,0,1,-1,1
TraesCS3D02G224100,HD_PLINC,0,1,-1,1
TraesCS5A02G142700,HD_PLINC,0,1,-1,1
TraesCS5B02G141400,HD_PLINC,0,1,-1,1
TraesCS1D02G197300,HD-Zip_IV,0,1,-1,1
TraesCS2B02G497500,HD-Zip_IV,0,1,-1,1
TraesCS5B02G315100,HD-Zip_IV,0,1,-1,1
TraesCS5D02G445100,HSF,0,1,-1,1
TraesCS5B02G556200,HSF,0,1,-1,1
TraesCS7D02G261900,MADS_I,0,1,-1,1
TraesCS4A02G078700,MADS_II,0,1,-1,1
TraesCS2B02G281000,MADS_II,0,1,-1,1
TraesCS2D02G262700,MADS_II,0,1,-1,1
TraesCS5B02G396600,MADS_II,0,1,-1,1
TraesCS6A02G158100,MADS_II,0,1,-1,1
TraesCS6D02G147400,MADS_II,0,1,-1,1
TraesCS7B02G020800,MADS_II,0,1,-1,1
TraesCS1B02G047700,mTERF,0,1,-1,1
TraesCS1B02G441100,mTERF,0,1,-1,1
TraesCS1D02G252000,mTERF,0,1,-1,1
TraesCS2B02G218100,mTERF,0,1,-1,1
TraesCS2D02G198500,mTERF,0,1,-1,1
TraesCS4B02G279700,mTERF,0,1,-1,1
TraesCS5D02G030500,mTERF,0,1,-1,1
TraesCS6A02G016800,mTERF,0,1,-1,1
TraesCS6A02G019600,mTERF,0,1,-1,1
TraesCS6A02G021400,mTERF,0,1,-1,1
TraesCS6A02G032300,mTERF,0,1,-1,1
TraesCS6A02G058000,mTERF,0,1,-1,1
TraesCS6A02G214200,mTERF,0,1,-1,1
TraesCS6A02G270600,mTERF,0,1,-1,1
TraesCS6B02G025600,mTERF,0,1,-1,1
TraesCS6B02G043100,mTERF,0,1,-1,1
TraesCS6B02G045000,mTERF,0,1,-1,1
TraesCS6B02G045300,mTERF,0,1,-1,1
TraesCS6B02G076900,mTERF,0,1,-1,1
TraesCS6D02G018300,mTERF,0,1,-1,1
TraesCS6D02G022000,mTERF,0,1,-1,1
TraesCS6D02G025200,mTERF,0,1,-1,1
TraesCS6D02G034400,mTERF,0,1,-1,1
TraesCS6D02G037100,mTERF,0,1,-1,1
TraesCS6D02G040000,mTERF,0,1,-1,1
TraesCS6D02G196900,mTERF,0,1,-1,1
TraesCS7A02G182600,mTERF,0,1,-1,1
TraesCS7B02G087500,mTERF,0,1,-1,1
TraesCS7B02G141200,mTERF,0,1,-1,1
TraesCS7B02G149800,mTERF,0,1,-1,1
TraesCS7D02G448700,mTERF,0,1,-1,1
TraesCSU02G029100,mTERF,0,1,-1,1
TraesCS1A02G219400,MYB-related,0,1,-1,1
TraesCS1D02G204500,MYB-related,0,1,-1,1
TraesCS1D02G283100,MYB-related,0,1,-1,1
TraesCS1D02G371400,MYB-related,0,1,-1,1
TraesCS2A02G338200,MYB-related,0,1,-1,1
TraesCS2B02G082400,MYB-related,0,1,-1,1
TraesCS2B02G399200,MYB-related,0,1,-1,1
TraesCS2D02G158300,MYB-related,0,1,-1,1
TraesCS3A02G153700,MYB-related,0,1,-1,1
TraesCS3B02G180300,MYB-related,0,1,-1,1
TraesCS3D02G109100,MYB-related,0,1,-1,1
TraesCS3D02G377300,MYB-related,0,1,-1,1
TraesCS4A02G075200,MYB-related,0,1,-1,1
TraesCS5A02G227400,MYB-related,0,1,-1,1
TraesCS5A02G307100,MYB-related,0,1,-1,1
TraesCS5A02G375400,MYB-related,0,1,-1,1
TraesCS5A02G450800,MYB-related,0,1,-1,1
TraesCS5B02G004400,MYB-related,0,1,-1,1
TraesCS5B02G307500,MYB-related,0,1,-1,1
TraesCS5B02G459200,MYB-related,0,1,-1,1
TraesCS5D02G099100,MYB-related,0,1,-1,1
TraesCS5D02G314000,MYB-related,0,1,-1,1
TraesCS5D02G460800,MYB-related,0,1,-1,1
TraesCS6A02G173800,MYB-related,0,1,-1,1
TraesCS6A02G258600,MYB-related,0,1,-1,1
TraesCS6A02G344700,MYB-related,0,1,-1,1
TraesCS6B02G257000,MYB-related,0,1,-1,1
TraesCS6B02G296300,MYB-related,0,1,-1,1
TraesCS6B02G377400,MYB-related,0,1,-1,1
TraesCS6D02G327300,MYB-related,0,1,-1,1
TraesCS7A02G299400,MYB-related,0,1,-1,1
TraesCS7A02G304600,MYB-related,0,1,-1,1
TraesCS7D02G409100,MYB-related,0,1,-1,1
TraesCS2A02G459700,NAC,0,1,-1,1
TraesCS3D02G480900,NAC,0,1,-1,1
TraesCS5B02G480900,NAC,0,1,-1,1
TraesCS6A02G208900,NAC,0,1,-1,1
TraesCS6B02G237900,NAC,0,1,-1,1
TraesCS6D02G192400,NAC,0,1,-1,1
TraesCS7A02G464100,NAC,0,1,-1,1
TraesCS7B02G111300,NAC,0,1,-1,1
TraesCS2B02G469000,PLATZ,0,1,-1,1
TraesCS2D02G447400,PLATZ,0,1,-1,1
TraesCS6B02G291400,PLATZ,0,1,-1,1
TraesCS6D02G250500,PLATZ,0,1,-1,1
TraesCS2A02G352400,RWP-RK,0,1,-1,1
TraesCS2A02G404400,RWP-RK,0,1,-1,1
TraesCS2A02G404500,RWP-RK,0,1,-1,1
TraesCS2B02G370400,RWP-RK,0,1,-1,1
TraesCS2D02G350400,RWP-RK,0,1,-1,1
TraesCS2D02G401300,RWP-RK,0,1,-1,1
TraesCS2D02G401400,RWP-RK,0,1,-1,1
TraesCS4B02G085200,RWP-RK,0,1,-1,1
TraesCS4D02G083200,RWP-RK,0,1,-1,1
TraesCS1B02G467100,Sigma70-like,0,1,-1,1
TraesCS4A02G095200,Sigma70-like,0,1,-1,1
TraesCS4B02G163500,Sigma70-like,0,1,-1,1
TraesCS5A02G114700,Sir2,0,1,-1,1
TraesCS2A02G506500,tify,0,1,-1,1
TraesCS2B02G534800,tify,0,1,-1,1
TraesCS4A02G285900,tify,0,1,-1,1
TraesCS6D02G252800,TUB,0,1,-1,1
TraesCS3B02G349300,ULT,0,1,-1,1
TraesCS1D02G338300,VOZ,0,1,-1,1
TraesCS1B02G088900,WRKY,0,1,-1,1
TraesCS1B02G374900,WRKY,0,1,-1,1
TraesCS1D02G300300,WRKY,0,1,-1,1
TraesCS1D02G363300,WRKY,0,1,-1,1
TraesCS2D02G190500,WRKY,0,1,-1,1
TraesCS3A02G347500,WRKY,0,1,-1,1
TraesCS4A02G128100,WRKY,0,1,-1,1
TraesCS4B02G176700,WRKY,0,1,-1,1
TraesCS4D02G119700,WRKY,0,1,-1,1
TraesCS4D02G178400,WRKY,0,1,-1,1
TraesCS5A02G060200,WRKY,0,1,-1,1
TraesCS5A02G258100,WRKY,0,1,-1,1
TraesCS5A02G395100,WRKY,0,1,-1,1
TraesCS5B02G108500,WRKY,0,1,-1,1
TraesCS5B02G257300,WRKY,0,1,-1,1
TraesCS5B02G399900,WRKY,0,1,-1,1
TraesCS5D02G349800,WRKY,0,1,-1,1
TraesCS5B02G153300,Zinc finger, MIZ type,0,1,-1,1
TraesCS5D02G160100,Zinc finger, MIZ type,0,1,-1,1
TraesCS1B02G392000,AP2/EREBP,14,14,0,0
TraesCS4A02G180900,GARP_G2-like,9,9,0,0
TraesCS7D02G135700,MYB-related,5,5,0,0
TraesCS4D02G325700,NAC,5,5,0,0
TraesCS2B02G534000,AP2/EREBP,4,4,0,0
TraesCS2A02G353900,C2C2_CO-like,4,4,0,0
TraesCS6B02G142000,bHLH,3,3,0,0
TraesCS7B02G264800,C2C2_GATA,3,3,0,0
TraesCSU02G070700,HD_PLINC,3,3,0,0
TraesCS3A02G231600,HD-Zip_I_II,3,3,0,0
TraesCS4D02G102100,MYB-related,3,3,0,0
TraesCS2D02G560000,ABI3/VP1,2,2,0,0
TraesCS4A02G363200,ABI3/VP1,2,2,0,0
TraesCS6B02G125900,AP2/EREBP,2,2,0,0
TraesCS3D02G434900,bHLH,2,2,0,0
TraesCS4B02G332000,bHLH,2,2,0,0
TraesCS4B02G093700,bHLH_TCP,2,2,0,0
TraesCS2B02G335400,FHA,2,2,0,0
TraesCS4D02G107100,FHA,2,2,0,0
TraesCS6A02G324500,HD-Zip_IV,2,2,0,0
TraesCS7B02G072700,HD-Zip_IV,2,2,0,0
TraesCS3A02G251200,MYB-related,2,2,0,0
TraesCS3A02G439500,MYB-related,2,2,0,0
TraesCS3B02G400500,MYB-related,2,2,0,0
TraesCS5B02G290200,NAC,2,2,0,0
TraesCS2D02G158500,ABI3/VP1,1,1,0,0
TraesCS3A02G285500,ABI3/VP1,1,1,0,0
