"","gene_name","neighbor1","neighbor2","neighbor_diff","abs_neighbor_diff"
"418","SORBI_3001G261440",1,0,1,1
"419","SORBI_3001G261476",0,3,-3,3
"420","SORBI_3001G261492",0,0,0,0
"421","SORBI_3001G261496",0,1,-1,1
"422","SORBI_3001G262500",0,0,0,0
"423","SORBI_3001G262700",0,0,0,0
"424","SORBI_3001G262900",0,1,-1,1
"425","SORBI_3001G265400",0,0,0,0
"426","SORBI_3001G265500",0,1,-1,1
"427","SORBI_3001G265900",0,2,-2,2
"428","SORBI_3001G266200",0,1,-1,1
"429","SORBI_3001G267100",0,0,0,0
"430","SORBI_3001G273500",0,0,0,0
"431","SORBI_3001G275800",0,0,0,0
"432","SORBI_3001G277000",1,0,1,1
"433","SORBI_3001G281300",0,0,0,0
"434","SORBI_3001G281400",0,2,-2,2
"435","SORBI_3001G281700",0,0,0,0
"436","SORBI_3001G282100",0,0,0,0
"437","SORBI_3001G283500",0,1,-1,1
"438","SORBI_3001G283700",0,0,0,0
"439","SORBI_3001G284900",1,0,1,1
"440","SORBI_3001G285000",0,0,0,0
"441","SORBI_3001G286000",0,4,-4,4
"442","SORBI_3001G286400",1,0,1,1
"443","SORBI_3001G287600",0,0,0,0
"444","SORBI_3001G288000",0,1,-1,1
"445","SORBI_3001G288900",0,0,0,0
"446","SORBI_3001G289000",0,0,0,0
"447","SORBI_3001G289200",0,0,0,0
"448","SORBI_3001G290400",0,1,-1,1
"449","SORBI_3001G293800",1,72,-71,71
"450","SORBI_3001G294000",0,1,-1,1
"451","SORBI_3001G295400",0,3,-3,3
"452","SORBI_3001G295600",0,1,-1,1
"453","SORBI_3001G295700",0,0,0,0
"454","SORBI_3001G297000",0,0,0,0
"455","SORBI_3001G297500",0,1,-1,1
"456","SORBI_3001G298400",0,1,-1,1
"457","SORBI_3001G298800",0,1,-1,1
"458","SORBI_3001G300201",0,2,-2,2
"459","SORBI_3001G300500",0,0,0,0
"460","SORBI_3001G302600",0,0,0,0
"461","SORBI_3001G302732",0,2,-2,2
"462","SORBI_3001G302900",0,1,-1,1
"463","SORBI_3001G304000",0,0,0,0
"464","SORBI_3001G304100",0,0,0,0
"465","SORBI_3001G304201",1,0,1,1
"466","SORBI_3001G304700",0,0,0,0
"467","SORBI_3001G305000",0,0,0,0
"468","SORBI_3001G305700",0,3,-3,3
"469","SORBI_3001G308300",0,3,-3,3
"470","SORBI_3001G308700",0,0,0,0
"471","SORBI_3001G308900",0,0,0,0
"472","SORBI_3001G309000",0,0,0,0
"473","SORBI_3001G310700",0,0,0,0
"474","SORBI_3001G310900",0,0,0,0
"475","SORBI_3001G311000",0,20,-20,20
"476","SORBI_3001G311100",0,2,-2,2
"477","SORBI_3001G312900",0,0,0,0
"478","SORBI_3001G313200",1,1,0,0
"479","SORBI_3001G313500",0,1,-1,1
"480","SORBI_3001G314300",0,1,-1,1
"481","SORBI_3001G316100",0,1,-1,1
"482","SORBI_3001G317000",0,0,0,0
"483","SORBI_3001G317200",0,1,-1,1
"484","SORBI_3001G318700",0,81,-81,81
"485","SORBI_3001G320000",1,0,1,1
"486","SORBI_3001G320700",0,1,-1,1
"487","SORBI_3001G320900",0,12,-12,12
"488","SORBI_3001G321500",0,6,-6,6
"489","SORBI_3001G321800",1,0,1,1
"490","SORBI_3001G322200",1,0,1,1
"491","SORBI_3001G322300",0,2,-2,2
"492","SORBI_3001G323400",0,6,-6,6
"493","SORBI_3001G324100",0,0,0,0
"494","SORBI_3001G324400",0,0,0,0
"495","SORBI_3001G326300",0,0,0,0
"496","SORBI_3001G327900",0,0,0,0
"497","SORBI_3001G328100",0,0,0,0
"498","SORBI_3001G328200",0,1,-1,1
"499","SORBI_3001G328500",0,0,0,0
"500","SORBI_3001G328650",0,3,-3,3
"501","SORBI_3001G329100",0,2,-2,2
"502","SORBI_3001G329300",0,0,0,0
"503","SORBI_3001G329800",0,4,-4,4
"504","SORBI_3001G330100",0,0,0,0
"505","SORBI_3001G330700",0,0,0,0
"506","SORBI_3001G331200",0,1,-1,1
"507","SORBI_3001G331800",0,0,0,0
"508","SORBI_3001G333000",0,0,0,0
"509","SORBI_3001G335300",0,2,-2,2
"510","SORBI_3001G335400",0,1,-1,1
"511","SORBI_3001G335800",0,0,0,0
"512","SORBI_3001G336600",0,0,0,0
"513","SORBI_3001G338500",0,2,-2,2
"514","SORBI_3001G339100",0,0,0,0
"515","SORBI_3001G339600",1,0,1,1
"516","SORBI_3001G339801",1,0,1,1
"517","SORBI_3001G340600",0,2,-2,2
"518","SORBI_3001G341600",0,1,-1,1
"519","SORBI_3001G341700",0,0,0,0
"520","SORBI_3001G343900",0,2,-2,2
"521","SORBI_3001G344000",0,1,-1,1
"522","SORBI_3001G344800",0,0,0,0
"523","SORBI_3001G345200",0,0,0,0
"524","SORBI_3001G345366",0,2,-2,2
"525","SORBI_3001G345400",0,6,-6,6
"526","SORBI_3001G346100",0,1,-1,1
"527","SORBI_3001G347400",0,1,-1,1
"528","SORBI_3001G347800",0,1,-1,1
"529","SORBI_3001G348100",0,1,-1,1
"530","SORBI_3001G350501",0,0,0,0
"531","SORBI_3001G350900",0,2,-2,2
"532","SORBI_3001G351000",0,1,-1,1
"533","SORBI_3001G351500",0,1,-1,1
"534","SORBI_3001G351700",0,1,-1,1
"535","SORBI_3001G352200",0,5,-5,5
"536","SORBI_3001G352400",1,0,1,1
"537","SORBI_3001G353300",0,1,-1,1
"538","SORBI_3001G353400",0,1,-1,1
"539","SORBI_3001G353501",1,0,1,1
"540","SORBI_3001G353900",0,0,0,0
"541","SORBI_3001G354700",0,1,-1,1
"542","SORBI_3001G355000",0,1,-1,1
"543","SORBI_3001G357200",0,0,0,0
"544","SORBI_3001G357500",0,0,0,0
"545","SORBI_3001G358300",0,0,0,0
"546","SORBI_3001G358600",0,0,0,0
"547","SORBI_3001G361100",0,0,0,0
"548","SORBI_3001G361800",0,1,-1,1
"549","SORBI_3001G361900",0,0,0,0
"550","SORBI_3001G362001",0,1,-1,1
"551","SORBI_3001G362800",0,0,0,0
"552","SORBI_3001G363100",0,2,-2,2
"553","SORBI_3001G363400",0,19,-19,19
"554","SORBI_3001G364200",0,0,0,0
"555","SORBI_3001G366300",0,0,0,0
"556","SORBI_3001G366600",0,0,0,0
"557","SORBI_3001G366700",0,0,0,0
"558","SORBI_3001G368100",0,2,-2,2
"559","SORBI_3001G368800",0,0,0,0
"560","SORBI_3001G370600",1,0,1,1
"561","SORBI_3001G370700",0,0,0,0
"562","SORBI_3001G371100",0,0,0,0
"563","SORBI_3001G372000",0,1,-1,1
"564","SORBI_3001G372100",0,89,-89,89
"565","SORBI_3001G372500",0,7,-7,7
"566","SORBI_3001G372900",0,1,-1,1
"567","SORBI_3001G374400",0,6,-6,6
"568","SORBI_3001G374800",0,1,-1,1
"569","SORBI_3001G375800",0,0,0,0
"570","SORBI_3001G376400",0,1,-1,1
"571","SORBI_3001G376900",0,1,-1,1
"572","SORBI_3001G377000",0,3,-3,3
"573","SORBI_3001G377500",0,0,0,0
"574","SORBI_3001G377700",0,2,-2,2
"575","SORBI_3001G378100",0,0,0,0
"576","SORBI_3001G379600",1,0,1,1
"577","SORBI_3001G381100",0,0,0,0
"578","SORBI_3001G381200",0,2,-2,2
"579","SORBI_3001G381800",0,0,0,0
"580","SORBI_3001G382500",0,3,-3,3
"581","SORBI_3001G383700",0,3,-3,3
"582","SORBI_3001G383800",0,0,0,0
"583","SORBI_3001G383900",0,0,0,0
"584","SORBI_3001G384100",0,0,0,0
"585","SORBI_3001G384700",0,1,-1,1
"586","SORBI_3001G384800",0,0,0,0
"587","SORBI_3001G386000",0,0,0,0
"588","SORBI_3001G386200",0,2,-2,2
"589","SORBI_3001G386300",0,1,-1,1
"590","SORBI_3001G386700",0,0,0,0
"591","SORBI_3001G387500",0,1,-1,1
"592","SORBI_3001G388200",0,0,0,0
"593","SORBI_3001G388400",1,0,1,1
"594","SORBI_3001G388700",0,3,-3,3
"595","SORBI_3001G388800",0,1,-1,1
"596","SORBI_3001G389500",0,0,0,0
"597","SORBI_3001G389600",0,1,-1,1
"598","SORBI_3001G389900",0,0,0,0
"599","SORBI_3001G391200",0,2,-2,2
"600","SORBI_3001G391300",2,3,-1,1
"601","SORBI_3001G391500",0,0,0,0
"602","SORBI_3001G391800",0,5,-5,5
"603","SORBI_3001G393500",0,0,0,0
"604","SORBI_3001G395000",0,0,0,0
"605","SORBI_3001G396100",0,0,0,0
"606","SORBI_3001G396300",0,0,0,0
"607","SORBI_3001G396900",0,0,0,0
"608","SORBI_3001G397400",0,4,-4,4
"609","SORBI_3001G397600",0,0,0,0
"610","SORBI_3001G397700",1,0,1,1
"611","SORBI_3001G397800",0,0,0,0
"612","SORBI_3001G398300",0,0,0,0
"613","SORBI_3001G398500",1,0,1,1
"614","SORBI_3001G398700",0,0,0,0
"615","SORBI_3001G399900",1,0,1,1
"616","SORBI_3001G400300",8,0,8,8
"617","SORBI_3001G400700",0,1,-1,1
"618","SORBI_3001G401100",0,11,-11,11
"619","SORBI_3001G401200",0,3,-3,3
"620","SORBI_3001G401300",0,0,0,0
"621","SORBI_3001G401400",0,1,-1,1
"622","SORBI_3001G401700",0,1,-1,1
"623","SORBI_3001G402400",0,3,-3,3
"624","SORBI_3001G403200",1,0,1,1
"625","SORBI_3001G403300",0,0,0,0
"626","SORBI_3001G404300",0,4,-4,4
"627","SORBI_3001G405700",0,1,-1,1
"628","SORBI_3001G405800",1,3,-2,2
"629","SORBI_3001G406800",1,3,-2,2
"630","SORBI_3001G408200",0,0,0,0
"631","SORBI_3001G409400",0,4,-4,4
"632","SORBI_3001G409700",0,1,-1,1
"633","SORBI_3001G410300",0,0,0,0
"634","SORBI_3001G410450",0,0,0,0
"635","SORBI_3001G410700",0,1,-1,1
"636","SORBI_3001G414500",0,2,-2,2
"637","SORBI_3001G415000",0,1,-1,1
"638","SORBI_3001G415200",1,0,1,1
"639","SORBI_3001G416300",0,0,0,0
"640","SORBI_3001G416600",0,1,-1,1
"641","SORBI_3001G416800",0,1,-1,1
"642","SORBI_3001G416900",0,1,-1,1
"643","SORBI_3001G417000",0,0,0,0
"644","SORBI_3001G417800",0,1,-1,1
"645","SORBI_3001G418000",0,1,-1,1
"646","SORBI_3001G420100",0,12,-12,12
"647","SORBI_3001G420400",0,0,0,0
"648","SORBI_3001G422100",3,0,3,3
"649","SORBI_3001G423100",1,1,0,0
"650","SORBI_3001G423400",0,1,-1,1
"651","SORBI_3001G423500",0,1,-1,1
"652","SORBI_3001G423600",0,1,-1,1
"653","SORBI_3001G423800",0,2,-2,2
"654","SORBI_3001G424400",0,19,-19,19
"655","SORBI_3001G424500",0,1,-1,1
"656","SORBI_3001G425500",0,5,-5,5
"657","SORBI_3001G425600",0,3,-3,3
"658","SORBI_3001G426000",2,6,-4,4
"659","SORBI_3001G426300",0,0,0,0
"660","SORBI_3001G426400",1,1,0,0
"661","SORBI_3001G426800",0,2,-2,2
"662","SORBI_3001G427400",0,2,-2,2
"663","SORBI_3001G427700",0,3,-3,3
"664","SORBI_3001G427800",0,1,-1,1
"665","SORBI_3001G428200",0,1,-1,1
"666","SORBI_3001G429600",0,2,-2,2
"667","SORBI_3001G429700",0,0,0,0
"668","SORBI_3001G429900",0,9,-9,9
"669","SORBI_3001G431500",0,0,0,0
"670","SORBI_3001G432500",0,3,-3,3
"671","SORBI_3001G432800",1,1,0,0
"672","SORBI_3001G433700",0,0,0,0
"673","SORBI_3001G433900",0,0,0,0
"674","SORBI_3001G434200",0,3,-3,3
"675","SORBI_3001G435000",0,3,-3,3
"676","SORBI_3001G435600",0,0,0,0
"677","SORBI_3001G435800",0,2,-2,2
"678","SORBI_3001G436000",0,1,-1,1
"679","SORBI_3001G437200",0,0,0,0
"680","SORBI_3001G438000",0,2,-2,2
"681","SORBI_3001G438400",0,0,0,0
"682","SORBI_3001G439050",0,2,-2,2
"683","SORBI_3001G439100",1,0,1,1
"684","SORBI_3001G439200",0,0,0,0
"685","SORBI_3001G439400",0,0,0,0
"686","SORBI_3001G439500",0,2,-2,2
"687","SORBI_3001G439700",0,0,0,0
"688","SORBI_3001G440200",0,14,-14,14
"689","SORBI_3001G440600",0,2,-2,2
"690","SORBI_3001G441100",0,6,-6,6
"691","SORBI_3001G441200",0,1,-1,1
"692","SORBI_3001G441700",0,0,0,0
"693","SORBI_3001G441900",0,0,0,0
"694","SORBI_3001G442300",3,0,3,3
"695","SORBI_3001G443300",0,4,-4,4
"696","SORBI_3001G443800",0,4,-4,4
"697","SORBI_3001G444800",0,0,0,0
"698","SORBI_3001G445700",0,1,-1,1
"699","SORBI_3001G445800",0,0,0,0
"700","SORBI_3001G446400",0,0,0,0
"701","SORBI_3001G446900",0,0,0,0
"702","SORBI_3001G447100",0,4,-4,4
"703","SORBI_3001G447200",0,1,-1,1
"704","SORBI_3001G447500",0,2,-2,2
"705","SORBI_3001G448000",0,0,0,0
"706","SORBI_3001G448300",0,0,0,0
"707","SORBI_3001G448400",0,1,-1,1
"708","SORBI_3001G448800",1,0,1,1
"709","SORBI_3001G449200",0,3,-3,3
"710","SORBI_3001G449500",0,1,-1,1
"711","SORBI_3001G449600",1,0,1,1
"712","SORBI_3001G449700",0,0,0,0
"713","SORBI_3001G450500",1,0,1,1
"714","SORBI_3001G453300",0,1,-1,1
"715","SORBI_3001G453400",0,1,-1,1
"716","SORBI_3001G454000",0,0,0,0
"717","SORBI_3001G454700",0,0,0,0
"718","SORBI_3001G456400",0,2,-2,2
"719","SORBI_3001G456500",0,3,-3,3
"720","SORBI_3001G458100",0,1,-1,1
"721","SORBI_3001G459200",0,1,-1,1
"722","SORBI_3001G459500",0,0,0,0
"723","SORBI_3001G459800",0,12,-12,12
"724","SORBI_3001G460200",0,0,0,0
"725","SORBI_3001G461000",0,2,-2,2
"726","SORBI_3001G462300",0,0,0,0
"727","SORBI_3001G464600",0,3,-3,3
"728","SORBI_3001G464800",0,0,0,0
"729","SORBI_3001G464900",0,2,-2,2
"730","SORBI_3001G465100",0,5,-5,5
"731","SORBI_3001G465200",0,2,-2,2
"732","SORBI_3001G465500",0,0,0,0
"733","SORBI_3001G466500",0,1,-1,1
"734","SORBI_3001G466600",0,1,-1,1
"735","SORBI_3001G466800",1,0,1,1
"736","SORBI_3001G467500",0,0,0,0
"737","SORBI_3001G468700",0,0,0,0
"738","SORBI_3001G469600",1,0,1,1
"739","SORBI_3001G470600",0,0,0,0
"740","SORBI_3001G470900",0,0,0,0
"741","SORBI_3001G471200",0,0,0,0
"742","SORBI_3001G471500",0,1,-1,1
"743","SORBI_3001G471600",0,0,0,0
"744","SORBI_3001G471900",0,1,-1,1
"745","SORBI_3001G472000",0,0,0,0
"746","SORBI_3001G472600",0,1,-1,1
"747","SORBI_3001G472666",0,0,0,0
"748","SORBI_3001G472800",2,5,-3,3
"749","SORBI_3001G473900",0,1,-1,1
"750","SORBI_3001G475300",1,0,1,1
"751","SORBI_3001G475400",0,0,0,0
"752","SORBI_3001G476100",0,0,0,0
"753","SORBI_3001G476300",0,0,0,0
"754","SORBI_3001G476400",1,0,1,1
"755","SORBI_3001G476700",0,0,0,0
"756","SORBI_3001G477600",0,2,-2,2
"757","SORBI_3001G477900",0,0,0,0
"758","SORBI_3001G478400",0,1,-1,1
"759","SORBI_3001G479500",0,1,-1,1
"760","SORBI_3001G479600",0,0,0,0
"761","SORBI_3001G481100",0,0,0,0
"762","SORBI_3001G481201",1,0,1,1
"763","SORBI_3001G482100",0,4,-4,4
"764","SORBI_3001G482500",0,0,0,0
"765","SORBI_3001G482700",0,4,-4,4
"766","SORBI_3001G482800",0,0,0,0
"767","SORBI_3001G483300",0,0,0,0
"768","SORBI_3001G483400",0,2,-2,2
"769","SORBI_3001G483800",0,1,-1,1
"770","SORBI_3001G484500",1,0,1,1
"771","SORBI_3001G485100",0,4,-4,4
"772","SORBI_3001G485901",0,1,-1,1
"773","SORBI_3001G486100",0,4,-4,4
"774","SORBI_3001G486600",0,0,0,0
"775","SORBI_3001G486700",0,1,-1,1
"776","SORBI_3001G488000",0,15,-15,15
"777","SORBI_3001G488400",0,1,-1,1
"778","SORBI_3001G488700",0,2,-2,2
"779","SORBI_3001G489000",0,0,0,0
"780","SORBI_3001G489500",1,0,1,1
"781","SORBI_3001G489900",0,1,-1,1
"782","SORBI_3001G491900",0,0,0,0
"783","SORBI_3001G492100",0,7,-7,7
"784","SORBI_3001G493400",0,1,-1,1
"785","SORBI_3001G494000",0,5,-5,5
"786","SORBI_3001G494300",0,0,0,0
"787","SORBI_3001G494950",0,3,-3,3
"788","SORBI_3001G495200",0,2,-2,2
"789","SORBI_3001G495300",0,1,-1,1
"790","SORBI_3001G496400",0,2,-2,2
"791","SORBI_3001G496500",0,0,0,0
"792","SORBI_3001G496700",0,1,-1,1
"793","SORBI_3001G497200",0,1,-1,1
"794","SORBI_3001G497300",0,0,0,0
"795","SORBI_3001G497500",0,3,-3,3
"796","SORBI_3001G500400",0,0,0,0
"797","SORBI_3001G501100",0,1,-1,1
"798","SORBI_3001G501400",0,2,-2,2
"799","SORBI_3001G503300",0,1,-1,1
"800","SORBI_3001G504000",0,3,-3,3
"801","SORBI_3001G504100",0,1,-1,1
"802","SORBI_3001G505100",0,0,0,0
"803","SORBI_3001G505200",0,1,-1,1
"804","SORBI_3001G507000",0,3,-3,3
"805","SORBI_3001G508466",0,1,-1,1
"806","SORBI_3001G508700",0,1,-1,1
"807","SORBI_3001G508800",0,0,0,0
"808","SORBI_3001G509300",1,0,1,1
"809","SORBI_3001G510200",0,0,0,0
"810","SORBI_3001G510700",0,2,-2,2
"811","SORBI_3001G511000",0,0,0,0
"812","SORBI_3001G511200",1,0,1,1
"813","SORBI_3001G512000",0,0,0,0
"814","SORBI_3001G513000",0,0,0,0
"815","SORBI_3001G513300",0,1,-1,1
"816","SORBI_3001G513600",0,1,-1,1
"817","SORBI_3001G513800",0,0,0,0
"818","SORBI_3001G514200",0,0,0,0
"819","SORBI_3001G515300",0,0,0,0
"820","SORBI_3001G515500",0,0,0,0
"821","SORBI_3001G515600",0,11,-11,11
"822","SORBI_3001G515700",0,2,-2,2
"823","SORBI_3001G516000",0,5,-5,5
"824","SORBI_3001G516500",0,0,0,0
"825","SORBI_3001G516600",0,5,-5,5
"826","SORBI_3001G516800",0,0,0,0
"827","SORBI_3001G517700",0,0,0,0
"828","SORBI_3001G519200",0,0,0,0
"829","SORBI_3001G519400",1,0,1,1
"830","SORBI_3001G519700",1,2,-1,1
"831","SORBI_3001G520900",0,1,-1,1
"832","SORBI_3001G521100",0,0,0,0
"833","SORBI_3001G521300",1,0,1,1
"834","SORBI_3001G522400",0,1,-1,1
"835","SORBI_3001G522500",0,1,-1,1
"836","SORBI_3001G523200",0,5,-5,5
"837","SORBI_3001G525400",0,0,0,0
"838","SORBI_3001G526000",0,1,-1,1
"839","SORBI_3001G526100",0,1,-1,1
"840","SORBI_3001G526200",0,1,-1,1
"841","SORBI_3001G526900",0,1,-1,1
"842","SORBI_3001G527700",0,1,-1,1
"843","SORBI_3001G527900",0,1,-1,1
"844","SORBI_3001G529400",1,3,-2,2
"845","SORBI_3001G529700",1,0,1,1
"846","SORBI_3001G530350",0,0,0,0
"847","SORBI_3001G530900",0,1,-1,1
"848","SORBI_3001G531200",0,0,0,0
"849","SORBI_3001G532000",0,9,-9,9
"850","SORBI_3001G532200",0,0,0,0
"851","SORBI_3001G532400",0,0,0,0
"852","SORBI_3001G534000",0,0,0,0
"853","SORBI_3001G534132",0,2,-2,2
"854","SORBI_3001G535100",0,1,-1,1
"855","SORBI_3001G536100",0,0,0,0
"856","SORBI_3001G536500",0,0,0,0
"857","SORBI_3001G536700",0,2,-2,2
"858","SORBI_3001G537400",0,1,-1,1
"859","SORBI_3001G538866",0,0,0,0
"860","SORBI_3001G540200",0,0,0,0
"861","SORBI_3001G540900",0,0,0,0
"862","SORBI_3001G541100",0,3,-3,3
"863","SORBI_3001G541300",1,0,1,1
"864","SORBI_3001G541800",0,0,0,0
"865","SORBI_3001G542100",0,0,0,0
"866","SORBI_3001G543200",0,0,0,0
"867","SORBI_3001G544400",0,7,-7,7
"868","SORBI_3002G004100",0,1,-1,1
"869","SORBI_3002G005000",0,1,-1,1
"870","SORBI_3002G005700",0,0,0,0
"871","SORBI_3002G007200",0,0,0,0
"872","SORBI_3002G007600",0,1,-1,1
"873","SORBI_3002G010800",0,0,0,0
"874","SORBI_3002G011000",0,1,-1,1
"875","SORBI_3002G018400",0,2,-2,2
"876","SORBI_3002G018500",2,1,1,1
"877","SORBI_3002G020600",0,2,-2,2
"878","SORBI_3002G021200",0,3,-3,3
"879","SORBI_3002G023900",0,0,0,0
"880","SORBI_3002G028400",0,2,-2,2
"881","SORBI_3002G030001",0,0,0,0
"882","SORBI_3002G030500",1,0,1,1
"883","SORBI_3002G031000",0,3,-3,3
"884","SORBI_3002G032500",0,1,-1,1
"885","SORBI_3002G033800",0,1,-1,1
"886","SORBI_3002G033900",0,0,0,0
"887","SORBI_3002G034500",0,9,-9,9
"888","SORBI_3002G034700",0,2,-2,2
"889","SORBI_3002G035900",0,0,0,0
"890","SORBI_3002G037900",0,0,0,0
"891","SORBI_3002G038300",0,0,0,0
"892","SORBI_3002G038600",0,2,-2,2
"893","SORBI_3002G039500",0,11,-11,11
"894","SORBI_3002G040600",0,3,-3,3
"895","SORBI_3002G041000",0,0,0,0
"896","SORBI_3002G041200",0,0,0,0
"897","SORBI_3002G041300",0,0,0,0
"898","SORBI_3002G042000",0,541,-541,541
"899","SORBI_3002G042100",0,3,-3,3
"900","SORBI_3002G043400",1,8,-7,7
"901","SORBI_3002G045700",0,1,-1,1
"902","SORBI_3002G046100",0,1,-1,1
"903","SORBI_3002G046400",0,0,0,0
"904","SORBI_3002G046700",0,0,0,0
"905","SORBI_3002G046800",0,1,-1,1
"906","SORBI_3002G046900",1,1,0,0
"907","SORBI_3002G050900",0,0,0,0
"908","SORBI_3002G051600",0,1,-1,1
"909","SORBI_3002G051700",0,0,0,0
"910","SORBI_3002G051900",0,1,-1,1
"911","SORBI_3002G052000",1,0,1,1
"912","SORBI_3002G052100",0,0,0,0
"913","SORBI_3002G052900",0,1,-1,1
"914","SORBI_3002G055400",0,1,-1,1
"915","SORBI_3002G055600",0,0,0,0
"916","SORBI_3002G055700",0,0,0,0
"917","SORBI_3002G056000",0,2,-2,2
"918","SORBI_3002G056300",1,0,1,1
"919","SORBI_3002G056600",0,2,-2,2
"920","SORBI_3002G057600",0,0,0,0
"921","SORBI_3002G059200",0,1,-1,1
"922","SORBI_3002G061600",0,0,0,0
"923","SORBI_3002G064900",0,0,0,0
"924","SORBI_3002G067000",0,0,0,0
"925","SORBI_3002G068300",0,1,-1,1
"926","SORBI_3002G070200",0,0,0,0
"927","SORBI_3002G071100",0,0,0,0
"928","SORBI_3002G071400",0,2,-2,2
"929","SORBI_3002G072600",0,3,-3,3
"930","SORBI_3002G073200",0,1,-1,1
"931","SORBI_3002G074500",0,1,-1,1
"932","SORBI_3002G075500",0,0,0,0
"933","SORBI_3002G075800",2,0,2,2
"934","SORBI_3002G076400",0,3,-3,3
"935","SORBI_3002G078000",0,2,-2,2
"936","SORBI_3002G078100",0,0,0,0
"937","SORBI_3002G080000",0,0,0,0
"938","SORBI_3002G080100",0,0,0,0
"939","SORBI_3002G081300",0,0,0,0
"940","SORBI_3002G081500",0,0,0,0
"941","SORBI_3002G082600",0,4,-4,4
"942","SORBI_3002G082900",0,1,-1,1
"943","SORBI_3002G085100",0,0,0,0
"944","SORBI_3002G087500",0,0,0,0
"945","SORBI_3002G088200",0,0,0,0
"946","SORBI_3002G090200",0,1,-1,1
"947","SORBI_3002G092801",0,1,-1,1
"948","SORBI_3002G093700",0,2,-2,2
"949","SORBI_3002G095300",0,2,-2,2
"950","SORBI_3002G095800",0,0,0,0
"951","SORBI_3002G098800",0,1,-1,1
"952","SORBI_3002G104500",0,1,-1,1
"953","SORBI_3002G104900",0,0,0,0
"954","SORBI_3002G108800",0,0,0,0
"955","SORBI_3002G110600",0,0,0,0
"956","SORBI_3002G111800",0,1,-1,1
"957","SORBI_3002G112100",0,1,-1,1
"958","SORBI_3002G113400",0,3,-3,3
"959","SORBI_3002G113500",1,0,1,1
"960","SORBI_3002G113600",0,1,-1,1
"961","SORBI_3002G114800",0,0,0,0
"962","SORBI_3002G114900",0,0,0,0
"963","SORBI_3002G115050",1,0,1,1
"964","SORBI_3002G115100",0,0,0,0
"965","SORBI_3002G116000",1,0,1,1
"966","SORBI_3002G118200",0,4,-4,4
"967","SORBI_3002G118600",0,0,0,0
"968","SORBI_3002G118700",0,1,-1,1
"969","SORBI_3002G119100",1,0,1,1
"970","SORBI_3002G121000",0,2,-2,2
"971","SORBI_3002G121300",0,0,0,0
"972","SORBI_3002G124700",0,0,0,0
"973","SORBI_3002G125900",0,1,-1,1
"974","SORBI_3002G126600",0,0,0,0
"975","SORBI_3002G128400",1,0,1,1
"976","SORBI_3002G128600",0,1,-1,1
"977","SORBI_3002G128800",0,0,0,0
"978","SORBI_3002G130000",0,1,-1,1
"979","SORBI_3002G130800",0,3,-3,3
"980","SORBI_3002G131000",0,2,-2,2
"981","SORBI_3002G131700",0,1,-1,1
"982","SORBI_3002G131800",0,120,-120,120
"983","SORBI_3002G132000",0,1,-1,1
"984","SORBI_3002G133100",0,0,0,0
"985","SORBI_3002G134400",0,2,-2,2
"986","SORBI_3002G135000",0,0,0,0
"987","SORBI_3002G135800",0,0,0,0
"988","SORBI_3002G136100",0,1,-1,1
"989","SORBI_3002G136200",0,1,-1,1
"990","SORBI_3002G138700",1,0,1,1
"991","SORBI_3002G140300",0,0,0,0
"992","SORBI_3002G140400",0,0,0,0
"993","SORBI_3002G140600",0,0,0,0
"994","SORBI_3002G141200",0,0,0,0
"995","SORBI_3002G141300",1,1,0,0
"996","SORBI_3002G142600",0,0,0,0
"997","SORBI_3002G143200",0,0,0,0
"998","SORBI_3002G144800",0,0,0,0
"999","SORBI_3002G145300",0,1,-1,1
"1000","SORBI_3002G146100",0,0,0,0
"1001","SORBI_3002G151500",0,0,0,0
"1002","SORBI_3002G152700",0,1,-1,1
"1003","SORBI_3002G152800",0,1,-1,1
"1004","SORBI_3002G152900",0,0,0,0
"1005","SORBI_3002G154400",0,0,0,0
"1006","SORBI_3002G155200",0,3,-3,3
"1007","SORBI_3002G155500",0,1,-1,1
"1008","SORBI_3002G156700",1,0,1,1
"1009","SORBI_3002G158300",0,1,-1,1
"1010","SORBI_3002G158800",0,0,0,0
"1011","SORBI_3002G159300",0,3,-3,3
"1012","SORBI_3002G160800",0,1,-1,1
"1013","SORBI_3002G162000",0,0,0,0
"1014","SORBI_3002G162300",0,0,0,0
"1015","SORBI_3002G164700",0,0,0,0
"1016","SORBI_3002G164800",0,2,-2,2
"1017","SORBI_3002G165401",0,1,-1,1
"1018","SORBI_3002G169300",0,0,0,0
"1019","SORBI_3002G171600",0,0,0,0
"1020","SORBI_3002G172000",0,0,0,0
"1021","SORBI_3002G172600",1,1,0,0
"1022","SORBI_3002G174000",0,3,-3,3
"1023","SORBI_3002G174200",0,2,-2,2
"1024","SORBI_3002G174300",1,0,1,1
"1025","SORBI_3002G176800",0,0,0,0
"1026","SORBI_3002G177700",0,1,-1,1
"1027","SORBI_3002G179000",0,2,-2,2
"1028","SORBI_3002G179500",0,3,-3,3
"1029","SORBI_3002G179700",0,0,0,0
"1030","SORBI_3002G180100",0,0,0,0
"1031","SORBI_3002G180400",0,2,-2,2
"1032","SORBI_3002G181000",0,0,0,0
"1033","SORBI_3002G181200",0,0,0,0
"1034","SORBI_3002G181300",0,1,-1,1
"1035","SORBI_3002G183200",0,2,-2,2
