"","gene_name","neighbor1","neighbor2","neighbor_diff","abs_neighbor_diff"
"1036","SORBI_3002G183400",1,0,1,1
"1037","SORBI_3002G184600",0,0,0,0
"1038","SORBI_3002G186600",0,0,0,0
"1039","SORBI_3002G187600",0,3,-3,3
"1040","SORBI_3002G189000",0,2,-2,2
"1041","SORBI_3002G189100",0,2,-2,2
"1042","SORBI_3002G190000",0,2,-2,2
"1043","SORBI_3002G191000",0,1,-1,1
"1044","SORBI_3002G191800",1,0,1,1
"1045","SORBI_3002G193000",1,0,1,1
"1046","SORBI_3002G193400",0,3,-3,3
"1047","SORBI_3002G194000",0,1,-1,1
"1048","SORBI_3002G194500",0,0,0,0
"1049","SORBI_3002G194600",0,0,0,0
"1050","SORBI_3002G194700",0,3,-3,3
"1051","SORBI_3002G195400",0,0,0,0
"1052","SORBI_3002G195700",1,0,1,1
"1053","SORBI_3002G195900",0,2,-2,2
"1054","SORBI_3002G197300",0,0,0,0
"1055","SORBI_3002G198100",0,1,-1,1
"1056","SORBI_3002G198500",0,0,0,0
"1057","SORBI_3002G199500",1,0,1,1
"1058","SORBI_3002G200700",0,2,-2,2
"1059","SORBI_3002G202600",0,0,0,0
"1060","SORBI_3002G204400",0,1,-1,1
"1061","SORBI_3002G205300",0,0,0,0
"1062","SORBI_3002G205500",0,0,0,0
"1063","SORBI_3002G206400",0,0,0,0
"1064","SORBI_3002G206500",0,1,-1,1
"1065","SORBI_3002G206700",1,0,1,1
"1066","SORBI_3002G206750",1,0,1,1
"1067","SORBI_3002G207300",1,0,1,1
"1068","SORBI_3002G207400",1,0,1,1
"1069","SORBI_3002G207700",1,0,1,1
"1070","SORBI_3002G208200",0,0,0,0
"1071","SORBI_3002G209800",0,0,0,0
"1072","SORBI_3002G210100",0,0,0,0
"1073","SORBI_3002G210200",0,1,-1,1
"1074","SORBI_3002G210500",0,1,-1,1
"1075","SORBI_3002G213800",1,2,-1,1
"1076","SORBI_3002G214400",0,1,-1,1
"1077","SORBI_3002G214700",0,0,0,0
"1078","SORBI_3002G215700",0,0,0,0
"1079","SORBI_3002G216400",0,4,-4,4
"1080","SORBI_3002G216500",0,19,-19,19
"1081","SORBI_3002G216600",0,0,0,0
"1082","SORBI_3002G217100",0,0,0,0
"1083","SORBI_3002G217200",1,1,0,0
"1084","SORBI_3002G217400",0,2,-2,2
"1085","SORBI_3002G219500",0,0,0,0
"1086","SORBI_3002G220000",0,0,0,0
"1087","SORBI_3002G220100",0,2,-2,2
"1088","SORBI_3002G220300",0,0,0,0
"1089","SORBI_3002G221400",0,0,0,0
"1090","SORBI_3002G221700",0,6,-6,6
"1091","SORBI_3002G222500",0,1,-1,1
"1092","SORBI_3002G222800",0,3,-3,3
"1093","SORBI_3002G223401",0,0,0,0
"1094","SORBI_3002G223700",0,0,0,0
"1095","SORBI_3002G223900",0,1,-1,1
"1096","SORBI_3002G225400",0,7,-7,7
"1097","SORBI_3002G226100",0,2,-2,2
"1098","SORBI_3002G226400",0,0,0,0
"1099","SORBI_3002G226900",0,0,0,0
"1100","SORBI_3002G230000",0,0,0,0
"1101","SORBI_3002G230400",0,0,0,0
"1102","SORBI_3002G230900",0,0,0,0
"1103","SORBI_3002G231100",0,1,-1,1
"1104","SORBI_3002G231500",0,1,-1,1
"1105","SORBI_3002G231900",0,0,0,0
"1106","SORBI_3002G233500",0,0,0,0
"1107","SORBI_3002G233700",0,0,0,0
"1108","SORBI_3002G233800",0,0,0,0
"1109","SORBI_3002G234400",0,0,0,0
"1110","SORBI_3002G235200",0,0,0,0
"1111","SORBI_3002G235300",0,0,0,0
"1112","SORBI_3002G237700",0,0,0,0
"1113","SORBI_3002G238000",0,1,-1,1
"1114","SORBI_3002G239200",0,1,-1,1
"1115","SORBI_3002G239300",0,1,-1,1
"1116","SORBI_3002G242300",0,0,0,0
"1117","SORBI_3002G243650",0,2,-2,2
"1118","SORBI_3002G244901",0,0,0,0
"1119","SORBI_3002G245100",0,0,0,0
"1120","SORBI_3002G245300",0,1,-1,1
"1121","SORBI_3002G245400",0,63,-63,63
"1122","SORBI_3002G245500",0,0,0,0
"1123","SORBI_3002G245800",1,1,0,0
"1124","SORBI_3002G246600",0,1,-1,1
"1125","SORBI_3002G246900",0,1,-1,1
"1126","SORBI_3002G247200",1,0,1,1
"1127","SORBI_3002G247600",0,0,0,0
"1128","SORBI_3002G247900",0,0,0,0
"1129","SORBI_3002G249500",1,3,-2,2
"1130","SORBI_3002G249800",0,0,0,0
"1131","SORBI_3002G251400",0,2,-2,2
"1132","SORBI_3002G251900",0,4,-4,4
"1133","SORBI_3002G252000",0,2,-2,2
"1134","SORBI_3002G252500",0,1,-1,1
"1135","SORBI_3002G253500",0,1,-1,1
"1136","SORBI_3002G254200",0,13,-13,13
"1137","SORBI_3002G255500",0,1,-1,1
"1138","SORBI_3002G255700",0,0,0,0
"1139","SORBI_3002G256500",0,2,-2,2
"1140","SORBI_3002G256601",1,0,1,1
"1141","SORBI_3002G258100",0,0,0,0
"1142","SORBI_3002G259600",0,0,0,0
"1143","SORBI_3002G261600",0,7,-7,7
"1144","SORBI_3002G261800",0,2,-2,2
"1145","SORBI_3002G261900",0,1,-1,1
"1146","SORBI_3002G262100",0,3,-3,3
"1147","SORBI_3002G262600",0,1,-1,1
"1148","SORBI_3002G262800",0,1,-1,1
"1149","SORBI_3002G263300",0,0,0,0
"1150","SORBI_3002G264000",0,0,0,0
"1151","SORBI_3002G264400",0,2,-2,2
"1152","SORBI_3002G264500",0,0,0,0
"1153","SORBI_3002G267500",0,0,0,0
"1154","SORBI_3002G267800",0,2,-2,2
"1155","SORBI_3002G268000",0,0,0,0
"1156","SORBI_3002G269300",1,0,1,1
"1157","SORBI_3002G269400",1,0,1,1
"1158","SORBI_3002G270100",0,1,-1,1
"1159","SORBI_3002G270200",0,1,-1,1
"1160","SORBI_3002G270900",0,0,0,0
"1161","SORBI_3002G271000",0,1,-1,1
"1162","SORBI_3002G271100",0,5,-5,5
"1163","SORBI_3002G271400",0,1,-1,1
"1164","SORBI_3002G271700",0,0,0,0
"1165","SORBI_3002G272300",0,2,-2,2
"1166","SORBI_3002G272400",0,0,0,0
"1167","SORBI_3002G272600",0,1,-1,1
"1168","SORBI_3002G272900",0,0,0,0
"1169","SORBI_3002G273300",0,0,0,0
"1170","SORBI_3002G273500",0,0,0,0
"1171","SORBI_3002G273900",0,0,0,0
"1172","SORBI_3002G274200",0,0,0,0
"1173","SORBI_3002G274800",0,1,-1,1
"1174","SORBI_3002G275100",4,1,3,3
"1175","SORBI_3002G276000",0,4,-4,4
"1176","SORBI_3002G276400",0,0,0,0
"1177","SORBI_3002G277900",0,0,0,0
"1178","SORBI_3002G278500",0,0,0,0
"1179","SORBI_3002G278700",1,2,-1,1
"1180","SORBI_3002G278800",0,3,-3,3
"1181","SORBI_3002G279100",0,2,-2,2
"1182","SORBI_3002G279300",1,1,0,0
"1183","SORBI_3002G279800",0,2,-2,2
"1184","SORBI_3002G280100",0,0,0,0
"1185","SORBI_3002G280500",0,2,-2,2
"1186","SORBI_3002G280700",0,2,-2,2
"1187","SORBI_3002G281700",0,7,-7,7
"1188","SORBI_3002G282200",0,0,0,0
"1189","SORBI_3002G282300",0,1,-1,1
"1190","SORBI_3002G282900",0,2,-2,2
"1191","SORBI_3002G283300",0,2,-2,2
"1192","SORBI_3002G284200",0,3,-3,3
"1193","SORBI_3002G284300",0,3,-3,3
"1194","SORBI_3002G284901",0,0,0,0
"1195","SORBI_3002G286200",0,1,-1,1
"1196","SORBI_3002G286700",0,0,0,0
"1197","SORBI_3002G289800",0,1,-1,1
"1198","SORBI_3002G290000",0,3,-3,3
"1199","SORBI_3002G291066",0,0,0,0
"1200","SORBI_3002G291300",0,7,-7,7
"1201","SORBI_3002G291400",0,0,0,0
"1202","SORBI_3002G291500",0,0,0,0
"1203","SORBI_3002G291800",0,0,0,0
"1204","SORBI_3002G291900",0,1,-1,1
"1205","SORBI_3002G292100",0,4,-4,4
"1206","SORBI_3002G292600",0,2,-2,2
"1207","SORBI_3002G293400",0,0,0,0
"1208","SORBI_3002G293800",1,1,0,0
"1209","SORBI_3002G294000",0,1,-1,1
"1210","SORBI_3002G294200",0,1,-1,1
"1211","SORBI_3002G294600",0,2,-2,2
"1212","SORBI_3002G294700",0,1,-1,1
"1213","SORBI_3002G295900",0,1,-1,1
"1214","SORBI_3002G296000",0,0,0,0
"1215","SORBI_3002G296100",0,0,0,0
"1216","SORBI_3002G296300",0,1,-1,1
"1217","SORBI_3002G297400",0,2,-2,2
"1218","SORBI_3002G299200",0,2,-2,2
"1219","SORBI_3002G299800",1,0,1,1
"1220","SORBI_3002G300000",0,1,-1,1
"1221","SORBI_3002G300400",0,0,0,0
"1222","SORBI_3002G301400",0,1,-1,1
"1223","SORBI_3002G301600",0,3,-3,3
"1224","SORBI_3002G301700",0,2,-2,2
"1225","SORBI_3002G302000",0,0,0,0
"1226","SORBI_3002G302100",0,1,-1,1
"1227","SORBI_3002G303000",0,1,-1,1
"1228","SORBI_3002G303100",0,2,-2,2
"1229","SORBI_3002G303600",0,0,0,0
"1230","SORBI_3002G303700",0,4,-4,4
"1231","SORBI_3002G303800",0,1,-1,1
"1232","SORBI_3002G305700",0,0,0,0
"1233","SORBI_3002G306000",0,2,-2,2
"1234","SORBI_3002G307600",0,0,0,0
"1235","SORBI_3002G308200",0,0,0,0
"1236","SORBI_3002G308900",0,1,-1,1
"1237","SORBI_3002G309400",0,1,-1,1
"1238","SORBI_3002G310300",0,1,-1,1
"1239","SORBI_3002G311300",0,5,-5,5
"1240","SORBI_3002G312400",0,1,-1,1
"1241","SORBI_3002G312700",0,0,0,0
"1242","SORBI_3002G312900",0,1,-1,1
"1243","SORBI_3002G313000",1,1,0,0
"1244","SORBI_3002G314300",0,18,-18,18
"1245","SORBI_3002G314800",0,0,0,0
"1246","SORBI_3002G315100",0,0,0,0
"1247","SORBI_3002G316900",0,0,0,0
"1248","SORBI_3002G318000",0,0,0,0
"1249","SORBI_3002G318100",0,2,-2,2
"1250","SORBI_3002G318200",0,2,-2,2
"1251","SORBI_3002G319900",0,4,-4,4
"1252","SORBI_3002G321800",0,0,0,0
"1253","SORBI_3002G322000",0,0,0,0
"1254","SORBI_3002G323000",0,0,0,0
"1255","SORBI_3002G323300",0,2,-2,2
"1256","SORBI_3002G324100",0,0,0,0
"1257","SORBI_3002G324200",0,7,-7,7
"1258","SORBI_3002G324300",0,0,0,0
"1259","SORBI_3002G324700",0,1,-1,1
"1260","SORBI_3002G325400",0,2,-2,2
"1261","SORBI_3002G326500",0,4,-4,4
"1262","SORBI_3002G327300",0,8,-8,8
"1263","SORBI_3002G327400",0,1,-1,1
"1264","SORBI_3002G328100",0,0,0,0
"1265","SORBI_3002G328200",0,8,-8,8
"1266","SORBI_3002G328300",0,2,-2,2
"1267","SORBI_3002G328400",0,3,-3,3
"1268","SORBI_3002G329300",0,1,-1,1
"1269","SORBI_3002G329500",0,2,-2,2
"1270","SORBI_3002G329800",0,2,-2,2
"1271","SORBI_3002G329900",0,1,-1,1
"1272","SORBI_3002G330000",0,0,0,0
"1273","SORBI_3002G330300",0,4,-4,4
"1274","SORBI_3002G331800",0,1,-1,1
"1275","SORBI_3002G333300",0,1,-1,1
"1276","SORBI_3002G333600",0,1,-1,1
"1277","SORBI_3002G334100",0,0,0,0
"1278","SORBI_3002G335900",0,0,0,0
"1279","SORBI_3002G336600",0,31,-31,31
"1280","SORBI_3002G337600",0,0,0,0
"1281","SORBI_3002G337800",0,0,0,0
"1282","SORBI_3002G338300",0,2,-2,2
"1283","SORBI_3002G338500",0,50,-50,50
"1284","SORBI_3002G339000",1,4,-3,3
"1285","SORBI_3002G339100",0,1,-1,1
"1286","SORBI_3002G339500",0,2,-2,2
"1287","SORBI_3002G339800",0,0,0,0
"1288","SORBI_3002G339900",0,0,0,0
"1289","SORBI_3002G340700",0,1,-1,1
"1290","SORBI_3002G341200",0,1,-1,1
"1291","SORBI_3002G341600",0,0,0,0
"1292","SORBI_3002G342400",0,59,-59,59
"1293","SORBI_3002G343000",0,0,0,0
"1294","SORBI_3002G343300",0,1,-1,1
"1295","SORBI_3002G343500",0,1,-1,1
"1296","SORBI_3002G343600",1,0,1,1
"1297","SORBI_3002G344500",0,0,0,0
"1298","SORBI_3002G345200",1,0,1,1
"1299","SORBI_3002G346300",0,0,0,0
"1300","SORBI_3002G347700",0,0,0,0
"1301","SORBI_3002G349300",1,0,1,1
"1302","SORBI_3002G349500",0,0,0,0
"1303","SORBI_3002G350600",0,1,-1,1
"1304","SORBI_3002G352700",0,1,-1,1
"1305","SORBI_3002G353300",0,0,0,0
"1306","SORBI_3002G353800",0,3,-3,3
"1307","SORBI_3002G353900",0,6,-6,6
"1308","SORBI_3002G354000",0,1,-1,1
"1309","SORBI_3002G354800",0,2,-2,2
"1310","SORBI_3002G354900",0,9,-9,9
"1311","SORBI_3002G355100",0,1,-1,1
"1312","SORBI_3002G356800",0,1,-1,1
"1313","SORBI_3002G357400",0,1,-1,1
"1314","SORBI_3002G358100",0,0,0,0
"1315","SORBI_3002G358600",0,3,-3,3
"1316","SORBI_3002G358800",0,1,-1,1
"1317","SORBI_3002G359000",0,0,0,0
"1318","SORBI_3002G359300",0,0,0,0
"1319","SORBI_3002G359700",0,0,0,0
"1320","SORBI_3002G360200",0,0,0,0
"1321","SORBI_3002G361300",0,1,-1,1
"1322","SORBI_3002G362200",0,1,-1,1
"1323","SORBI_3002G362700",0,2,-2,2
"1324","SORBI_3002G362900",0,3,-3,3
"1325","SORBI_3002G363400",0,0,0,0
"1326","SORBI_3002G364500",0,0,0,0
"1327","SORBI_3002G364900",0,1,-1,1
"1328","SORBI_3002G365900",0,1,-1,1
"1329","SORBI_3002G366800",0,1,-1,1
"1330","SORBI_3002G367100",1,1,0,0
"1331","SORBI_3002G367300",0,1,-1,1
"1332","SORBI_3002G367700",0,1,-1,1
"1333","SORBI_3002G367800",0,0,0,0
"1334","SORBI_3002G367900",0,0,0,0
"1335","SORBI_3002G369800",0,3,-3,3
"1336","SORBI_3002G370100",0,0,0,0
"1337","SORBI_3002G370500",0,2,-2,2
"1338","SORBI_3002G370600",0,1,-1,1
"1339","SORBI_3002G373001",0,3,-3,3
"1340","SORBI_3002G373100",0,0,0,0
"1341","SORBI_3002G374600",0,3,-3,3
"1342","SORBI_3002G375300",0,0,0,0
"1343","SORBI_3002G376400",0,0,0,0
"1344","SORBI_3002G376600",0,2,-2,2
"1345","SORBI_3002G376700",0,0,0,0
"1346","SORBI_3002G378100",0,1,-1,1
"1347","SORBI_3002G378800",0,0,0,0
"1348","SORBI_3002G379100",0,0,0,0
"1349","SORBI_3002G379600",0,2,-2,2
"1350","SORBI_3002G379866",0,0,0,0
"1351","SORBI_3002G381400",0,1,-1,1
"1352","SORBI_3002G381700",0,2,-2,2
"1353","SORBI_3002G382500",1,0,1,1
"1354","SORBI_3002G382950",0,2,-2,2
"1355","SORBI_3002G383000",0,1,-1,1
"1356","SORBI_3002G383500",0,2,-2,2
"1357","SORBI_3002G384300",0,1,-1,1
"1358","SORBI_3002G384400",2,0,2,2
"1359","SORBI_3002G385300",0,1,-1,1
"1360","SORBI_3002G385400",0,1,-1,1
"1361","SORBI_3002G386400",1,2,-1,1
"1362","SORBI_3002G387200",1,2,-1,1
"1363","SORBI_3002G387400",0,1,-1,1
"1364","SORBI_3002G388800",0,1,-1,1
"1365","SORBI_3002G388900",0,0,0,0
"1366","SORBI_3002G389000",0,0,0,0
"1367","SORBI_3002G389400",0,0,0,0
"1368","SORBI_3002G389500",0,1,-1,1
"1369","SORBI_3002G390500",0,2,-2,2
"1370","SORBI_3002G390800",0,1,-1,1
"1371","SORBI_3002G390900",0,0,0,0
"1372","SORBI_3002G393400",1,0,1,1
"1373","SORBI_3002G393600",0,2,-2,2
"1374","SORBI_3002G393900",0,1,-1,1
"1375","SORBI_3002G395300",0,0,0,0
"1376","SORBI_3002G395600",0,2,-2,2
"1377","SORBI_3002G396400",0,1,-1,1
"1378","SORBI_3002G398700",0,1,-1,1
"1379","SORBI_3002G399500",0,1,-1,1
"1380","SORBI_3002G401000",0,0,0,0
"1381","SORBI_3002G401900",0,0,0,0
"1382","SORBI_3002G402366",0,0,0,0
"1383","SORBI_3002G403400",0,1,-1,1
"1384","SORBI_3002G403700",0,1,-1,1
"1385","SORBI_3002G404900",0,3,-3,3
"1386","SORBI_3002G405600",0,3,-3,3
"1387","SORBI_3002G405900",0,0,0,0
"1388","SORBI_3002G406300",0,2,-2,2
"1389","SORBI_3002G406400",0,1,-1,1
"1390","SORBI_3002G406600",0,1,-1,1
"1391","SORBI_3002G407200",0,10,-10,10
"1392","SORBI_3002G407500",0,1,-1,1
"1393","SORBI_3002G407700",0,4,-4,4
"1394","SORBI_3002G408300",0,0,0,0
"1395","SORBI_3002G408400",0,3,-3,3
"1396","SORBI_3002G408500",0,0,0,0
"1397","SORBI_3002G408900",0,3,-3,3
"1398","SORBI_3002G409700",0,2,-2,2
"1399","SORBI_3002G409900",0,0,0,0
"1400","SORBI_3002G411400",0,3,-3,3
"1401","SORBI_3002G411500",0,1,-1,1
"1402","SORBI_3002G412400",0,0,0,0
"1403","SORBI_3002G413000",0,3,-3,3
"1404","SORBI_3002G413600",0,0,0,0
"1405","SORBI_3002G414600",0,0,0,0
"1406","SORBI_3002G415000",0,2,-2,2
"1407","SORBI_3002G415500",0,1,-1,1
"1408","SORBI_3002G416400",0,0,0,0
"1409","SORBI_3002G416600",0,209,-209,209
"1410","SORBI_3002G417201",0,0,0,0
"1411","SORBI_3002G417300",0,1,-1,1
"1412","SORBI_3002G417500",0,0,0,0
"1413","SORBI_3002G417700",0,1,-1,1
"1414","SORBI_3002G418600",0,1,-1,1
"1415","SORBI_3002G418900",0,0,0,0
"1416","SORBI_3002G420000",0,1,-1,1
"1417","SORBI_3002G421600",0,2,-2,2
"1418","SORBI_3002G421800",0,1,-1,1
"1419","SORBI_3002G421900",0,1,-1,1
"1420","SORBI_3002G422300",0,5,-5,5
"1421","SORBI_3002G423300",0,0,0,0
"1422","SORBI_3002G423400",0,2,-2,2
"1423","SORBI_3002G423500",0,0,0,0
"1424","SORBI_3002G423600",0,2,-2,2
"1425","SORBI_3002G424200",0,1,-1,1
"1426","SORBI_3002G424350",0,3,-3,3
"1427","SORBI_3002G425000",0,0,0,0
"1428","SORBI_3002G425700",0,3,-3,3
"1429","SORBI_3002G426000",0,0,0,0
"1430","SORBI_3002G426700",0,2,-2,2
"1431","SORBI_3002G427100",0,2,-2,2
"1432","SORBI_3002G427900",0,0,0,0
"1433","SORBI_3002G428700",0,2,-2,2
"1434","SORBI_3002G428800",0,1,-1,1
"1435","SORBI_3003G000600",0,0,0,0
"1436","SORBI_3003G002400",0,0,0,0
"1437","SORBI_3003G003300",0,0,0,0
"1438","SORBI_3003G008000",0,0,0,0
"1439","SORBI_3003G008600",0,1,-1,1
"1440","SORBI_3003G012800",1,0,1,1
"1441","SORBI_3003G013600",0,5,-5,5
"1442","SORBI_3003G013800",0,1,-1,1
"1443","SORBI_3003G015300",0,0,0,0
"1444","SORBI_3003G016500",0,3,-3,3
"1445","SORBI_3003G017700",0,1,-1,1
"1446","SORBI_3003G018000",0,2,-2,2
"1447","SORBI_3003G018700",0,0,0,0
"1448","SORBI_3003G019200",0,3,-3,3
"1449","SORBI_3003G019900",0,0,0,0
"1450","SORBI_3003G020600",0,0,0,0
"1451","SORBI_3003G021100",0,0,0,0
"1452","SORBI_3003G021500",0,1,-1,1
"1453","SORBI_3003G022200",0,0,0,0
"1454","SORBI_3003G023000",0,1,-1,1
"1455","SORBI_3003G023500",0,1,-1,1
"1456","SORBI_3003G023666",0,2,-2,2
"1457","SORBI_3003G023800",0,0,0,0
"1458","SORBI_3003G024400",0,2,-2,2
"1459","SORBI_3003G024500",0,0,0,0
"1460","SORBI_3003G025300",0,0,0,0
"1461","SORBI_3003G025600",0,1,-1,1
"1462","SORBI_3003G025700",0,0,0,0
"1463","SORBI_3003G027100",0,0,0,0
"1464","SORBI_3003G028600",0,0,0,0
"1465","SORBI_3003G030400",1,4,-3,3
"1466","SORBI_3003G030600",0,0,0,0
"1467","SORBI_3003G030900",0,3,-3,3
"1468","SORBI_3003G031600",0,0,0,0
"1469","SORBI_3003G032200",0,1,-1,1
"1470","SORBI_3003G033000",0,0,0,0
"1471","SORBI_3003G033100",0,1,-1,1
"1472","SORBI_3003G034300",1,3,-2,2
"1473","SORBI_3003G034400",0,8,-8,8
"1474","SORBI_3003G035700",0,0,0,0
"1475","SORBI_3003G036000",0,3,-3,3
"1476","SORBI_3003G036200",0,0,0,0
"1477","SORBI_3003G036300",0,2,-2,2
"1478","SORBI_3003G037800",0,0,0,0
"1479","SORBI_3003G039300",0,1,-1,1
"1480","SORBI_3003G039400",30,27,3,3
"1481","SORBI_3003G040000",0,0,0,0
"1482","SORBI_3003G040100",0,0,0,0
"1483","SORBI_3003G040400",0,0,0,0
"1484","SORBI_3003G040500",0,1,-1,1
"1485","SORBI_3003G040900",2,2,0,0
"1486","SORBI_3003G041100",0,2,-2,2
"1487","SORBI_3003G041400",0,4,-4,4
"1488","SORBI_3003G041500",0,1,-1,1
"1489","SORBI_3003G041700",0,5,-5,5
"1490","SORBI_3003G043600",1,1,0,0
"1491","SORBI_3003G043900",0,0,0,0
"1492","SORBI_3003G044100",0,1,-1,1
