TraesCS3B02G158800,TraesCS1A02G007405
TraesCS3B02G158800,TraesCS1A02G007700
TraesCS3B02G158800,TraesCS1B02G010500
TraesCS3B02G158800,TraesCS1D02G000200
TraesCS3B02G158800,TraesCS1D02G000700
TraesCS3B02G158800,TraesCS1D02G001100
TraesCS3B02G158800,TraesCS1D02G001200
TraesCS3B02G158800,TraesCS1D02G317301
TraesCS3B02G158800,TraesCS4B02G393500
TraesCS3B02G158800,TraesCS6A02G049200
TraesCS3B02G158800,TraesCS6A02G049800
TraesCS3B02G158800,TraesCS7B02G072000
TraesCS3B02G158800,TraesCS7D02G031700
TraesCS3B02G158800,TraesCSU02G108100
TraesCS2D02G286300,TraesCS1D02G000300
TraesCS2D02G286300,TraesCS1D02G001200
TraesCS2A02G389400,TraesCS1A02G007300
TraesCS2A02G389400,TraesCS1B02G010400
TraesCS2A02G389400,TraesCS1B02G329711
TraesCS2A02G389400,TraesCS1D02G001400
TraesCS2A02G389400,TraesCS1D02G009400
TraesCS2B02G119100,TraesCS1A02G007300
TraesCS2B02G119100,TraesCS1A02G007405
TraesCS2B02G119100,TraesCS1B02G010400
TraesCS2B02G119100,TraesCS1D02G000200
TraesCS2B02G119100,TraesCS1D02G001100
TraesCS2B02G119100,TraesCS1D02G001200
TraesCS2B02G119100,TraesCS1D02G001400
TraesCS2B02G119100,TraesCS1D02G015100
TraesCS2B02G119100,TraesCS1D02G317301
TraesCS2B02G119100,TraesCSU02G108100
TraesCS2B02G119000,TraesCS1B02G010400
TraesCS2B02G119000,TraesCS1B02G011000
TraesCS2B02G119000,TraesCS1B02G013500
TraesCS2B02G119000,TraesCS1D02G000300
TraesCS2B02G119000,TraesCS1D02G015100
TraesCS2B02G119000,TraesCSU02G108100
TraesCS4A02G131000,TraesCS1A02G007300
TraesCS4A02G131000,TraesCS1A02G007405
TraesCS4A02G131000,TraesCS1A02G007700
TraesCS4A02G131000,TraesCS1B02G010400
TraesCS4A02G131000,TraesCS1B02G010500
TraesCS4A02G131000,TraesCS1B02G010800
TraesCS4A02G131000,TraesCS1B02G011000
TraesCS4A02G131000,TraesCS1D02G000200
TraesCS4A02G131000,TraesCS1D02G001400
TraesCS4A02G131000,TraesCS1D02G009400
TraesCS4A02G131000,TraesCS1D02G015100
TraesCS4A02G131000,TraesCS7D02G031700
TraesCS4A02G131000,TraesCS7D02G032100
TraesCS4A02G131000,TraesCSU02G108100
TraesCS2A02G448300,TraesCS1B02G010400
TraesCS2A02G448300,TraesCS1D02G000300
