TraesCS3B02G158800,TraesCS1D02G084900
TraesCS3B02G158800,TraesCS2B02G174400
TraesCS3B02G158800,TraesCS2D02G154300
TraesCS3B02G158800,TraesCS4B02G017500
TraesCS3B02G158800,TraesCS4D02G016100
TraesCS3B02G158800,TraesCS6D02G324900
TraesCS3B02G158800,TraesCS7B02G011600
TraesCS3B02G158800,TraesCSU02G032800
TraesCS2D02G286300,TraesCS2D02G154300
TraesCS2D02G286300,TraesCS3D02G272000
TraesCS2D02G286300,TraesCS6B02G046800
TraesCS4B02G245800,TraesCS2D02G154300
TraesCS2A02G389400,TraesCS1D02G206300
TraesCS2A02G389400,TraesCS1D02G265900
TraesCS2A02G389400,TraesCS2B02G174400
TraesCS2A02G389400,TraesCS2B02G391400
TraesCS2A02G389400,TraesCS3A02G272700
TraesCS2A02G389400,TraesCS3D02G272000
TraesCS2A02G389400,TraesCS4B02G017600
TraesCS2A02G389400,TraesCS4B02G324100
TraesCS2A02G389400,TraesCS4B02G393400
TraesCS2A02G389400,TraesCS4D02G016000
TraesCS2A02G389400,TraesCS4D02G016100
TraesCS2A02G389400,TraesCS4D02G206500
TraesCS2A02G389400,TraesCS4D02G351300
TraesCS2A02G389400,TraesCS5A02G189800
TraesCS2A02G389400,TraesCS5A02G526900
TraesCS2A02G389400,TraesCS5B02G241900
TraesCS2A02G389400,TraesCS5D02G201100
TraesCS2A02G389400,TraesCS6D02G324900
TraesCS2A02G389400,TraesCS7A02G113800
TraesCS2A02G389400,TraesCS7A02G113900
TraesCS2A02G389400,TraesCS7A02G548100
TraesCS2A02G389400,TraesCS7B02G011600
TraesCS2A02G389400,TraesCS7B02G414100
TraesCS2A02G389400,TraesCS7D02G494600
TraesCS2A02G389400,TraesCS7D02G534700
TraesCS2A02G389400,TraesCSU02G032800
TraesCS2B02G119100,TraesCS1B02G101100
TraesCS2B02G119100,TraesCS1D02G369200
TraesCS2B02G119100,TraesCS2A02G367200
TraesCS2B02G119100,TraesCS3B02G010100
TraesCS2B02G119100,TraesCS3D02G272000
TraesCS2B02G119100,TraesCS4A02G250900
TraesCS2B02G119100,TraesCS4B02G324100
TraesCS2B02G119100,TraesCS4D02G206600
TraesCS2B02G119100,TraesCS5D02G188400
TraesCS2B02G119100,TraesCS5D02G250600
TraesCS2B02G119100,TraesCS6B02G046800
TraesCS2B02G119100,TraesCS7B02G088600
TraesCS2B02G119000,TraesCS1A02G083800
TraesCS2B02G119000,TraesCS1B02G307700
TraesCS2B02G119000,TraesCS1D02G206300
TraesCS2B02G119000,TraesCS3A02G272700
TraesCS2B02G119000,TraesCS4D02G016000
TraesCS2B02G119000,TraesCS4D02G351300
TraesCS2B02G119000,TraesCS5A02G526900
TraesCS2B02G119000,TraesCS5D02G201100
TraesCS2B02G119000,TraesCS6B02G376000
TraesCS2B02G119000,TraesCS6D02G324900
TraesCS2B02G119000,TraesCS7A02G506500
TraesCS2B02G119000,TraesCS7A02G548100
TraesCS2B02G119000,TraesCS7B02G414100
TraesCS2B02G119000,TraesCS7D02G534700
TraesCS4A02G131000,TraesCS1B02G101100
TraesCS4A02G131000,TraesCS1D02G206300
TraesCS4A02G131000,TraesCS1D02G369200
TraesCS4A02G131000,TraesCS2A02G367200
TraesCS4A02G131000,TraesCS2B02G174400
TraesCS4A02G131000,TraesCS2D02G284000
TraesCS4A02G131000,TraesCS2D02G364100
TraesCS4A02G131000,TraesCS3A02G272700
TraesCS4A02G131000,TraesCS3D02G272000
TraesCS4A02G131000,TraesCS4A02G041700
TraesCS4A02G131000,TraesCS4B02G017500
TraesCS4A02G131000,TraesCS4B02G017600
TraesCS4A02G131000,TraesCS4B02G324100
TraesCS4A02G131000,TraesCS4B02G393400
TraesCS4A02G131000,TraesCS4D02G016000
TraesCS4A02G131000,TraesCS4D02G016100
TraesCS4A02G131000,TraesCS4D02G063100
TraesCS4A02G131000,TraesCS4D02G206500
TraesCS4A02G131000,TraesCS4D02G206600
TraesCS4A02G131000,TraesCS4D02G262800
TraesCS4A02G131000,TraesCS5A02G189800
TraesCS4A02G131000,TraesCS5B02G046000
TraesCS4A02G131000,TraesCS5B02G181700
TraesCS4A02G131000,TraesCS5D02G188400
TraesCS4A02G131000,TraesCS5D02G201100
TraesCS4A02G131000,TraesCS6D02G324900
TraesCS4A02G131000,TraesCS7A02G113800
TraesCS4A02G131000,TraesCS7A02G113900
TraesCS4A02G131000,TraesCS7B02G011600
TraesCS4A02G131000,TraesCS7B02G414100
TraesCS4A02G131000,TraesCS7D02G109200
TraesCS4A02G131000,TraesCS7D02G494600
TraesCS4A02G131000,TraesCSU02G032800
TraesCS2A02G448300,TraesCS2B02G174400
TraesCS2A02G448300,TraesCS2D02G154300
TraesCS2A02G448300,TraesCS4D02G351300
TraesCS2A02G448300,TraesCS5A02G526900
TraesCS2A02G448300,TraesCS6D02G324900
