TAM111,TAM112
TraesCS4D02G354200,0,11
TraesCS3A02G325800,1,68
TraesCS3B02G354900,2,52
TraesCS3D02G319200,1,69
TraesCS7B02G031000,0,11
TraesCS3A02G497900,1,13
TraesCS3B02G561000,0,27
TraesCS3D02G505200,0,36
TraesCS6D02G003200,1,12
