TF_name,TF_family,TAM111,TAM112,diff,abs_diff
TraesCS6D02G236700,C2C2_Dof,1,0,1,1
TraesCS6D02G268400,C2C2_Dof,1,0,1,1
TraesCS1A02G097300,C2C2_GATA,1,0,1,1
TraesCS1B02G126600,C2C2_GATA,1,2,-1,1
TraesCS1D02G106100,C2C2_GATA,1,1,0,0
TraesCS2A02G561400,C2C2_GATA,1,0,1,1
TraesCS2B02G410200,C2C2_GATA,1,1,0,0
TraesCS2D02G386100,C2C2_GATA,1,0,1,1
TraesCS3A02G274900,C2C2_GATA,1,0,1,1
TraesCS3A02G538400,C2C2_GATA,1,1,0,0
TraesCS3B02G308500,C2C2_GATA,1,1,0,0
TraesCS3D02G274600,C2C2_GATA,1,0,1,1
TraesCS3D02G544000,C2C2_GATA,1,0,1,1
TraesCS4A02G364700,C2C2_GATA,1,0,1,1
TraesCS5B02G508800,C2C2_GATA,1,0,1,1
TraesCS5D02G508800,C2C2_GATA,1,0,1,1
TraesCS6D02G221600,C2C2_GATA,1,0,1,1
TraesCS7A02G363100,C2C2_GATA,1,4,-3,3
TraesCS2D02G205100,C2C2_YABBY,1,1,0,0
TraesCS4A02G058800,C2C2_YABBY,1,1,0,0
TraesCS4D02G245300,C2C2_YABBY,1,1,0,0
TraesCS5A02G025900,C2C2_YABBY,1,1,0,0
TraesCS5A02G371500,C2C2_YABBY,1,0,1,1
TraesCS5B02G025100,C2C2_YABBY,1,1,0,0
TraesCS5B02G373600,C2C2_YABBY,1,1,0,0
TraesCS5D02G033700,C2C2_YABBY,1,1,0,0
TraesCS5D02G380900,C2C2_YABBY,1,1,0,0
TraesCS1A02G445600,C3H,1,0,1,1
TraesCS1B02G444500,C3H,1,0,1,1
TraesCS1D02G405300,C3H,1,1,0,0
TraesCS1D02G453900,C3H,1,0,1,1
TraesCS2A02G039200,C3H,1,1,0,0
TraesCS2A02G199900,C3H,1,0,1,1
TraesCS2A02G307700,C3H,1,1,0,0
TraesCS2B02G227500,C3H,1,0,1,1
TraesCS2D02G207800,C3H,1,0,1,1
TraesCS3A02G178700,C3H,1,0,1,1
TraesCS3A02G246800,C3H,1,0,1,1
TraesCS3A02G423200,C3H,1,0,1,1
TraesCS3B02G205900,C3H,1,0,1,1
TraesCS3B02G272500,C3H,1,0,1,1
TraesCS3B02G458800,C3H,1,0,1,1
TraesCS3D02G177700,C3H,1,1,0,0
TraesCS3D02G244700,C3H,1,0,1,1
TraesCS3D02G418400,C3H,1,0,1,1
TraesCS4A02G082400,C3H,1,1,0,0
TraesCS4A02G190800,C3H,1,2,-1,1
TraesCS4B02G037000,C3H,1,0,1,1
TraesCS4D02G034300,C3H,1,0,1,1
TraesCS4D02G222000,C3H,1,0,1,1
TraesCS5A02G143400,C3H,1,1,0,0
TraesCS5A02G267500,C3H,1,2,-1,1
TraesCS5A02G423300,C3H,1,1,0,0
TraesCS5A02G488700,C3H,1,0,1,1
TraesCS5B02G142300,C3H,1,0,1,1
TraesCS5B02G425300,C3H,1,1,0,0
TraesCS5D02G148600,C3H,1,1,0,0
TraesCS5D02G431900,C3H,1,0,1,1
TraesCS6B02G310500,C3H,1,0,1,1
TraesCS7A02G228200,C3H,1,0,1,1
TraesCS7A02G402300,C3H,1,0,1,1
TraesCS7D02G226400,C3H,1,0,1,1
TraesCS7D02G294600,C3H,1,2,-1,1
TraesCS2A02G163000,CAMTA,1,0,1,1
TraesCS2A02G283800,CAMTA,1,0,1,1
TraesCS2B02G300800,CAMTA,1,0,1,1
TraesCS2D02G282800,CAMTA,1,0,1,1
TraesCS3A02G433300,CAMTA,1,0,1,1
TraesCS3D02G426700,CAMTA,1,2,-1,1
TraesCS4B02G306300,CAMTA,1,0,1,1
TraesCS5B02G521100,CAMTA,1,1,0,0
TraesCS1A02G288500,CCAAT_Dr1,1,2,-1,1
TraesCS1B02G442000,CCAAT_Dr1,1,0,1,1
TraesCS1D02G287500,CCAAT_Dr1,1,0,1,1
TraesCS3A02G352900,CCAAT_Dr1,1,0,1,1
TraesCS3B02G017400,CCAAT_Dr1,1,1,0,0
TraesCS3B02G385600,CCAAT_Dr1,1,0,1,1
TraesCS3D02G347000,CCAAT_Dr1,1,0,1,1
TraesCS4D02G033700,CCAAT_HAP2,1,1,0,0
TraesCS5A02G043300,CCAAT_HAP2,1,0,1,1
TraesCS5B02G047100,CCAAT_HAP2,1,0,1,1
TraesCS5D02G052200,CCAAT_HAP2,1,0,1,1
TraesCS4B02G008300,CCAAT_HAP3,1,3,-2,2
TraesCS1A02G310700,CCAAT_HAP5,1,1,0,0
TraesCS1D02G310200,CCAAT_HAP5,1,0,1,1
TraesCS5A02G256500,CCAAT_HAP5,1,2,-1,1
TraesCS5B02G255900,CCAAT_HAP5,1,1,0,0
TraesCS5D02G265000,CCAAT_HAP5,1,2,-1,1
TraesCS6A02G157900,CCAAT_HAP5,1,0,1,1
TraesCS7A02G239500,CCAAT_HAP5,1,1,0,0
TraesCS7B02G135000,CCAAT_HAP5,1,1,0,0
TraesCS7D02G237100,CCAAT_HAP5,1,1,0,0
TraesCS7D02G463100,CCAAT_HAP5,1,1,0,0
TraesCS1A02G327100,CPP,1,0,1,1
TraesCS1D02G329200,CPP,1,0,1,1
TraesCS3D02G297000,CPP,1,0,1,1
TraesCS4B02G028500,CPP,1,1,0,0
TraesCS5B02G062400,CPP,1,2,-1,1
TraesCS7D02G338500,CPP,1,1,0,0
TraesCS1A02G262400,CSD,1,0,1,1
TraesCS1A02G262500,CSD,1,1,0,0
TraesCS1B02G273000,CSD,1,1,0,0
TraesCS1B02G273100,CSD,1,3,-2,2
TraesCS1D02G262400,CSD,1,1,0,0
TraesCS1D02G262500,CSD,1,1,0,0
TraesCS2A02G297400,E2F/DP,1,0,1,1
TraesCS2B02G313600,E2F/DP,1,1,0,0
TraesCS4A02G036000,E2F/DP,1,0,1,1
TraesCS4B02G268800,E2F/DP,1,1,0,0
TraesCS4D02G268100,E2F/DP,1,0,1,1
TraesCS6A02G311700,E2F/DP,1,5,-4,4
TraesCS6B02G233700,E2F/DP,1,0,1,1
TraesCS6D02G291000,E2F/DP,1,2,-1,1
TraesCS2A02G099900,EIL,1,0,1,1
TraesCS4B02G175100,EIL,1,0,1,1
TraesCS3A02G461400,FHA,1,0,1,1
TraesCS3B02G204800,FHA,1,1,0,0
TraesCS3B02G504100,FHA,1,2,-1,1
TraesCS1A02G019200,FHA,1,1,0,0
TraesCS2A02G317000,FHA,1,2,-1,1
TraesCS2D02G314900,FHA,1,2,-1,1
TraesCS3A02G174400,FHA,1,1,0,0
TraesCS3A02G174900,FHA,1,1,0,0
TraesCS3B02G204600,FHA,1,4,-3,3
TraesCS3D02G180300,FHA,1,1,0,0
TraesCS3D02G180400,FHA,1,1,0,0
TraesCS4A02G206100,FHA,1,5,-4,4
TraesCS4B02G109700,FHA,1,4,-3,3
TraesCS4B02G320500,FHA,1,0,1,1
TraesCS4D02G107100,FHA,1,6,-5,5
TraesCS5B02G452800,FHA,1,0,1,1
TraesCS6D02G388400,FHA,1,2,-1,1
TraesCS7A02G257400,FHA,1,0,1,1
TraesCS7B02G154300,FHA,1,2,-1,1
TraesCS1A02G258400,GARP_G2-like,1,0,1,1
TraesCS2A02G116100,GARP_G2-like,1,1,0,0
TraesCS2B02G277300,GARP_G2-like,1,0,1,1
TraesCS2D02G259200,GARP_G2-like,1,0,1,1
TraesCS3A02G161000,GARP_G2-like,1,1,0,0
TraesCS3A02G361800,GARP_G2-like,1,0,1,1
TraesCS3B02G191600,GARP_G2-like,1,1,0,0
TraesCS3B02G394200,GARP_G2-like,1,0,1,1
TraesCS3D02G168200,GARP_G2-like,1,1,0,0
TraesCS3D02G531900,GARP_G2-like,1,2,-1,1
TraesCS6A02G007300,GARP_G2-like,1,0,1,1
TraesCS6A02G385500,GARP_G2-like,1,1,0,0
TraesCS6B02G012800,GARP_G2-like,1,0,1,1
TraesCS6D02G011600,GARP_G2-like,1,1,0,0
TraesCS6D02G370300,GARP_G2-like,1,1,0,0
TraesCS7D02G404000,GARP_G2-like,1,2,-1,1
TraesCS2A02G151700,GeBP,1,1,0,0
TraesCS2B02G176900,GeBP,1,2,-1,1
TraesCS2D02G156800,GeBP,1,1,0,0
TraesCS3A02G042900,GeBP,1,1,0,0
TraesCS3B02G040600,GeBP,1,1,0,0
TraesCS3B02G200500,GeBP,1,1,0,0
TraesCS3D02G037800,GeBP,1,2,-1,1
TraesCS3D02G176400,GeBP,1,2,-1,1
TraesCS4A02G138100,GeBP,1,1,0,0
TraesCS4B02G159600,GeBP,1,2,-1,1
TraesCS4D02G163600,GeBP,1,0,1,1
TraesCS5A02G234500,GeBP,1,1,0,0
TraesCS5B02G233000,GeBP,1,1,0,0
TraesCS5D02G022400,GeBP,1,3,-2,2
TraesCS6A02G326000,GeBP,1,1,0,0
TraesCS6A02G329300,GeBP,1,0,1,1
TraesCS6D02G308200,GeBP,1,0,1,1
TraesCS7B02G074000,GeBP,1,1,0,0
TraesCS7D02G170000,GeBP,1,2,-1,1
TraesCS7D02G201700,GeBP,1,2,-1,1
TraesCS1A02G209400,GRAS,1,1,0,0
TraesCS1A02G413800,GRAS,1,9,-8,8
TraesCS1B02G443800,GRAS,1,21,-20,20
TraesCS2A02G214400,GRAS,1,0,1,1
TraesCS2B02G217500,GRAS,1,0,1,1
TraesCS3A02G360300,GRAS,1,0,1,1
TraesCS3A02G408000,GRAS,1,1,0,0
TraesCS3B02G262400,GRAS,1,1,0,0
TraesCS3B02G392600,GRAS,1,2,-1,1
TraesCS3B02G441600,GRAS,1,1,0,0
TraesCS3D02G220100,GRAS,1,0,1,1
TraesCS3D02G354100,GRAS,1,2,-1,1
TraesCS3D02G403100,GRAS,1,1,0,0
TraesCS4A02G039000,GRAS,1,0,1,1
TraesCS4A02G176200,GRAS,1,0,1,1
TraesCS4A02G176300,GRAS,1,2,-1,1
TraesCS4A02G176400,GRAS,1,0,1,1
TraesCS4A02G191300,GRAS,1,2,-1,1
TraesCS4A02G271000,GRAS,1,0,1,1
TraesCS4B02G043100,GRAS,1,1,0,0
TraesCS4B02G141300,GRAS,1,0,1,1
TraesCS4B02G141400,GRAS,1,1,0,0
TraesCS4B02G266700,GRAS,1,0,1,1
TraesCS4D02G040400,GRAS,1,1,0,0
TraesCS4D02G122000,GRAS,1,2,-1,1
TraesCS4D02G135500,GRAS,1,4,-3,3
TraesCS4D02G136300,GRAS,1,0,1,1
TraesCS4D02G136400,GRAS,1,2,-1,1
TraesCS4D02G266400,GRAS,1,0,1,1
TraesCS4D02G360200,GRAS,1,0,1,1
TraesCS5A02G080300,GRAS,1,0,1,1
TraesCS5A02G481300,GRAS,1,0,1,1
TraesCS5A02G511900,GRAS,1,1,0,0
TraesCS5B02G326400,GRAS,1,0,1,1
TraesCS5B02G417000,GRAS,1,0,1,1
TraesCS5B02G494500,GRAS,1,0,1,1
TraesCS5D02G092000,GRAS,1,0,1,1
TraesCS6B02G277400,GRAS,1,1,0,0
TraesCS7A02G014200,GRAS,1,0,1,1
TraesCS7D02G174100,GRAS,1,3,-2,2
TraesCS2A02G238700,GRF,1,0,1,1
TraesCS2A02G435100,GRF,1,1,0,0
TraesCS2B02G458400,GRF,1,1,0,0
TraesCS2D02G435200,GRF,1,0,1,1
TraesCS4A02G255000,GRF,1,3,-2,2
TraesCS4A02G291500,GRF,1,4,-3,3
TraesCS4A02G434900,GRF,1,1,0,0
TraesCS4D02G020300,GRF,1,2,-1,1
TraesCS6A02G269600,GRF,1,3,-2,2
TraesCS6B02G296900,GRF,1,3,-2,2
TraesCS6D02G245300,GRF,1,4,-3,3
TraesCS7A02G049100,GRF,1,1,0,0
TraesCS7A02G165600,GRF,1,0,1,1
TraesCS7D02G044200,GRF,1,1,0,0
TraesCS3A02G312800,HD,1,1,0,0
TraesCS3B02G159100,HD,1,1,0,0
TraesCS4A02G040600,HD,1,2,-1,1
TraesCS5A02G375800,HD,1,0,1,1
TraesCS5B02G047200,HD,1,2,-1,1
TraesCS5B02G378000,HD,1,0,1,1
TraesCS5D02G052300,HD,1,2,-1,1
TraesCS5D02G385300,HD,1,0,1,1
TraesCS1A02G338900,HD_PHD,1,1,0,0
TraesCS1B02G351300,HD_PHD,1,0,1,1
TraesCS1D02G341000,HD_PHD,1,0,1,1
TraesCS5A02G227100,HD_PLINC,1,1,0,0
TraesCS5B02G141400,HD_PLINC,1,4,-3,3
TraesCS5D02G234600,HD_PLINC,1,1,0,0
TraesCS1A02G219200,HD-Zip_I_II,1,0,1,1
TraesCS1D02G220900,HD-Zip_I_II,1,3,-2,2
TraesCS2A02G389400,HD-Zip_I_II,1,71,-70,70
TraesCS4A02G059600,HD-Zip_I_II,1,1,0,0
TraesCS4B02G235300,HD-Zip_I_II,1,2,-1,1
TraesCS4D02G236600,HD-Zip_I_II,1,1,0,0
TraesCS4D02G286400,HD-Zip_I_II,1,4,-3,3
TraesCS5A02G199300,HD-Zip_I_II,1,2,-1,1
TraesCS5A02G316800,HD-Zip_I_II,1,0,1,1
TraesCS5B02G317400,HD-Zip_I_II,1,0,1,1
TraesCS5D02G235300,HD-Zip_I_II,1,0,1,1
TraesCS5D02G323100,HD-Zip_I_II,1,1,0,0
TraesCS6B02G321100,HD-Zip_I_II,1,3,-2,2
TraesCS6D02G272000,HD-Zip_I_II,1,4,-3,3
TraesCS2A02G401200,HD-Zip_IV,1,0,1,1
TraesCS2A02G474000,HD-Zip_IV,1,1,0,0
TraesCS2B02G419200,HD-Zip_IV,1,1,0,0
TraesCS2B02G497500,HD-Zip_IV,1,1,0,0
TraesCS2D02G473700,HD-Zip_IV,1,1,0,0
TraesCS5D02G320600,HD-Zip_IV,1,0,1,1
TraesCS6B02G354900,HD-Zip_IV,1,5,-4,4
TraesCS6D02G237000,HD-Zip_IV,1,1,0,0
TraesCS7A02G270100,HSF,1,6,-5,5
TraesCS7B02G168300,HSF,1,2,-1,1
TraesCS1A02G375600,HSF,1,1,0,0
TraesCS2A02G204500,HSF,1,1,0,0
TraesCS2B02G419600,HSF,1,0,1,1
TraesCS2D02G087400,HSF,1,0,1,1
TraesCS2D02G211400,HSF,1,1,0,0
TraesCS2D02G399000,HSF,1,1,0,0
TraesCS3B02G438900,HSF,1,0,1,1
TraesCS3D02G280600,HSF,1,0,1,1
TraesCS3D02G289000,HSF,1,0,1,1
TraesCS4B02G239700,HSF,1,0,1,1
TraesCS4B02G385800,HSF,1,2,-1,1
TraesCS4D02G239600,HSF,1,0,1,1
TraesCS5A02G237900,HSF,1,3,-2,2
TraesCS5A02G314700,HSF,1,4,-3,3
TraesCS5A02G383800,HSF,1,0,1,1
TraesCS5B02G236400,HSF,1,13,-12,12
TraesCS5B02G315600,HSF,1,3,-2,2
TraesCS5D02G321000,HSF,1,3,-2,2
TraesCS5D02G553300,HSF,1,0,1,1
TraesCS6A02G098800,HSF,1,1,0,0
TraesCS6B02G127000,HSF,1,1,0,0
TraesCS6D02G083800,HSF,1,0,1,1
TraesCS7A02G355300,HSF,1,1,0,0
TraesCS7B02G272500,HSF,1,3,-2,2
TraesCS7D02G367700,HSF,1,3,-2,2
TraesCS6A02G017400,MADS_I,1,0,1,1
TraesCS3A02G434900,MADS_I,1,0,1,1
TraesCS4A02G058900,MADS_I,1,0,1,1
TraesCS4B02G351500,MADS_I,1,2,-1,1
TraesCS7D02G388600,MADS_I,1,1,0,0
TraesCS1A02G125800,MADS_II,1,1,0,0
TraesCS1A02G199600,MADS_II,1,1,0,0
TraesCS1A02G262700,MADS_II,1,1,0,0
TraesCS1A02G264300,MADS_II,1,0,1,1
TraesCS1B02G144800,MADS_II,1,0,1,1
TraesCS1B02G273300,MADS_II,1,0,1,1
TraesCS1B02G275000,MADS_II,1,1,0,0
TraesCS1D02G127700,MADS_II,1,0,1,1
TraesCS1D02G262700,MADS_II,1,0,1,1
TraesCS2D02G181400,MADS_II,1,0,1,1
TraesCS3B02G157500,MADS_II,1,1,0,0
TraesCS4B02G245700,MADS_II,1,0,1,1
TraesCS4B02G245800,MADS_II,1,2,-1,1
TraesCS4D02G243700,MADS_II,1,1,0,0
TraesCS4D02G245200,MADS_II,1,1,0,0
TraesCS4D02G301100,MADS_II,1,3,-2,2
TraesCS4D02G341700,MADS_II,1,0,1,1
TraesCS5A02G117500,MADS_II,1,0,1,1
TraesCS5A02G286800,MADS_II,1,0,1,1
TraesCS5A02G391800,MADS_II,1,0,1,1
TraesCS5A02G515500,MADS_II,1,0,1,1
TraesCS5B02G286100,MADS_II,1,0,1,1
TraesCS5D02G294500,MADS_II,1,0,1,1
TraesCS5D02G401700,MADS_II,1,1,0,0
TraesCS6A02G011700,MADS_II,1,1,0,0
TraesCS6A02G259000,MADS_II,1,0,1,1
TraesCS6B02G286400,MADS_II,1,0,1,1
TraesCS6D02G014600,MADS_II,1,0,1,1
TraesCS6D02G293200,MADS_II,1,0,1,1
TraesCS7A02G260600,MADS_II,1,0,1,1
TraesCS7B02G158600,MADS_II,1,0,1,1
TraesCS7D02G120500,MADS_II,1,1,0,0
TraesCS7D02G261600,MADS_II,1,0,1,1
TraesCS1A02G251800,mTERF,1,0,1,1
TraesCS1A02G313400,mTERF,1,1,0,0
TraesCS1B02G047700,mTERF,1,1,0,0
TraesCS1B02G263200,mTERF,1,1,0,0
TraesCS1B02G325200,mTERF,1,1,0,0
TraesCS1B02G399400,mTERF,1,0,1,1
TraesCS1B02G441100,mTERF,1,1,0,0
TraesCS1D02G068000,mTERF,1,0,1,1
TraesCS1D02G251800,mTERF,1,0,1,1
TraesCS1D02G313900,mTERF,1,1,0,0
TraesCS1D02G323800,mTERF,1,0,1,1
TraesCS1D02G420700,mTERF,1,1,0,0
TraesCS2B02G122000,mTERF,1,0,1,1
TraesCS2B02G267000,mTERF,1,1,0,0
TraesCS2B02G514500,mTERF,1,0,1,1
TraesCS2D02G528700,mTERF,1,1,0,0
TraesCS3A02G073600,mTERF,1,0,1,1
TraesCS3B02G518100,mTERF,1,0,1,1
TraesCS3B02G538400,mTERF,1,2,-1,1
TraesCS4A02G390500,mTERF,1,0,1,1
TraesCS4B02G103900,mTERF,1,1,0,0
TraesCS4D02G079700,mTERF,1,0,1,1
TraesCS4D02G100800,mTERF,1,0,1,1
TraesCS4D02G278100,mTERF,1,0,1,1
TraesCS5A02G239900,mTERF,1,3,-2,2
TraesCS5B02G241500,mTERF,1,1,0,0
TraesCS5B02G365700,mTERF,1,0,1,1
TraesCS5D02G030400,mTERF,1,1,0,0
TraesCS5D02G030500,mTERF,1,1,0,0
TraesCS6A02G016800,mTERF,1,1,0,0
TraesCS6A02G031600,mTERF,1,2,-1,1
TraesCS6A02G066800,mTERF,1,0,1,1
TraesCS6A02G270600,mTERF,1,2,-1,1
TraesCS6A02G304600,mTERF,1,0,1,1
TraesCS6B02G022900,mTERF,1,1,0,0
TraesCS6B02G023400,mTERF,1,1,0,0
TraesCS6B02G023600,mTERF,1,0,1,1
TraesCS6B02G024000,mTERF,1,0,1,1
TraesCS6B02G024400,mTERF,1,0,1,1
TraesCS6B02G024800,mTERF,1,0,1,1
TraesCS6B02G025100,mTERF,1,0,1,1
TraesCS6B02G025200,mTERF,1,1,0,0
TraesCS6B02G025600,mTERF,1,2,-1,1
TraesCS6B02G025700,mTERF,1,0,1,1
TraesCS6B02G025800,mTERF,1,0,1,1
TraesCS6B02G027600,mTERF,1,2,-1,1
TraesCS6B02G027700,mTERF,1,0,1,1
TraesCS6B02G028000,mTERF,1,0,1,1
TraesCS6B02G029100,mTERF,1,0,1,1
TraesCS6B02G037100,mTERF,1,0,1,1
TraesCS6B02G043100,mTERF,1,1,0,0
TraesCS6B02G045400,mTERF,1,0,1,1
TraesCS6B02G052800,mTERF,1,0,1,1
TraesCS6B02G059500,mTERF,1,3,-2,2
TraesCS6B02G059600,mTERF,1,0,1,1
TraesCS6B02G077200,mTERF,1,0,1,1
TraesCS6B02G078100,mTERF,1,0,1,1
TraesCS6B02G219200,mTERF,1,0,1,1
TraesCS6B02G244200,mTERF,1,0,1,1
TraesCS6B02G297700,mTERF,1,0,1,1
TraesCS6B02G333100,mTERF,1,1,0,0
TraesCS6B02G333200,mTERF,1,2,-1,1
TraesCS6B02G395400,mTERF,1,0,1,1
TraesCS6D02G018300,mTERF,1,1,0,0
TraesCS6D02G018900,mTERF,1,1,0,0
TraesCS6D02G019700,mTERF,1,0,1,1
TraesCS6D02G020200,mTERF,1,1,0,0
TraesCS6D02G020600,mTERF,1,2,-1,1
TraesCS6D02G020800,mTERF,1,0,1,1
TraesCS6D02G022000,mTERF,1,1,0,0
TraesCS6D02G022100,mTERF,1,2,-1,1
TraesCS6D02G023900,mTERF,1,1,0,0
TraesCS6D02G025200,mTERF,1,1,0,0
TraesCS6D02G034900,mTERF,1,0,1,1
TraesCS6D02G036000,mTERF,1,1,0,0
TraesCS6D02G037000,mTERF,1,0,1,1
TraesCS6D02G043300,mTERF,1,0,1,1
TraesCS6D02G067800,mTERF,1,0,1,1
TraesCS6D02G283900,mTERF,1,0,1,1
TraesCS7A02G182600,mTERF,1,1,0,0
TraesCS7A02G182800,mTERF,1,2,-1,1
TraesCS7A02G183200,mTERF,1,0,1,1
TraesCS7A02G250000,mTERF,1,2,-1,1
TraesCS7A02G460800,mTERF,1,1,0,0
TraesCS7B02G087500,mTERF,1,1,0,0
TraesCS7B02G087800,mTERF,1,0,1,1
TraesCS7B02G087900,mTERF,1,0,1,1
TraesCS7B02G088200,mTERF,1,1,0,0
TraesCS7B02G088500,mTERF,1,0,1,1
TraesCS7B02G141200,mTERF,1,2,-1,1
TraesCS7B02G144700,mTERF,1,0,1,1
TraesCS7B02G362000,mTERF,1,0,1,1
TraesCS7D02G184000,mTERF,1,2,-1,1
TraesCS7D02G185400,mTERF,1,1,0,0
TraesCS7D02G252100,mTERF,1,1,0,0
TraesCS7D02G448700,mTERF,1,1,0,0
TraesCSU02G029100,mTERF,1,1,0,0
TraesCS3A02G105800,MYB-related,1,0,1,1
TraesCS7A02G017600,MYB-related,1,0,1,1
TraesCS7A02G553800,MYB-related,1,0,1,1
TraesCS1A02G129300,MYB-related,1,0,1,1
TraesCS1A02G218800,MYB-related,1,4,-3,3
TraesCS1A02G420500,MYB-related,1,0,1,1
TraesCS1B02G232300,MYB-related,1,2,-1,1
TraesCS1B02G283000,MYB-related,1,4,-3,3
TraesCS1B02G287700,MYB-related,1,0,1,1
TraesCS1B02G293300,MYB-related,1,0,1,1
TraesCS1B02G316200,MYB-related,1,1,0,0
TraesCS1B02G451500,MYB-related,1,1,0,0
TraesCS1D02G043300,MYB-related,1,6,-5,5
TraesCS1D02G220500,MYB-related,1,1,0,0
TraesCS1D02G268900,MYB-related,1,1,0,0
TraesCS1D02G283100,MYB-related,1,3,-2,2
TraesCS1D02G308600,MYB-related,1,0,1,1
TraesCS1D02G428400,MYB-related,1,2,-1,1
TraesCS2A02G152700,MYB-related,1,0,1,1
TraesCS2A02G157600,MYB-related,1,1,0,0
TraesCS2A02G338200,MYB-related,1,2,-1,1
TraesCS2A02G370300,MYB-related,1,0,1,1
TraesCS2A02G370400,MYB-related,1,0,1,1
TraesCS2A02G381900,MYB-related,1,0,1,1
TraesCS2A02G445500,MYB-related,1,1,0,0
TraesCS2A02G552400,MYB-related,1,4,-3,3
TraesCS2B02G178000,MYB-related,1,1,0,0
TraesCS2B02G183100,MYB-related,1,0,1,1
TraesCS2B02G184500,MYB-related,1,0,1,1
TraesCS2B02G343800,MYB-related,1,1,0,0
TraesCS2B02G387300,MYB-related,1,8,-7,7
TraesCS2B02G387700,MYB-related,1,4,-3,3
TraesCS2B02G387800,MYB-related,1,3,-2,2
TraesCS2B02G459800,MYB-related,1,1,0,0
TraesCS2B02G466400,MYB-related,1,3,-2,2
TraesCS2B02G478700,MYB-related,1,1,0,0
TraesCS2D02G163700,MYB-related,1,2,-1,1
TraesCS2D02G165900,MYB-related,1,1,0,0
TraesCS2D02G366800,MYB-related,1,1,0,0
TraesCS2D02G378400,MYB-related,1,0,1,1
TraesCS2D02G437600,MYB-related,1,4,-3,3
TraesCS2D02G444300,MYB-related,1,15,-14,14
TraesCS2D02G456900,MYB-related,1,2,-1,1
TraesCS3A02G108000,MYB-related,1,1,0,0
TraesCS3A02G109300,MYB-related,1,2,-1,1
TraesCS3A02G153700,MYB-related,1,1,0,0
TraesCS3A02G187800,MYB-related,1,1,0,0
TraesCS3A02G200300,MYB-related,1,2,-1,1
TraesCS3A02G211500,MYB-related,1,0,1,1
TraesCS3A02G257800,MYB-related,1,1,0,0
TraesCS3A02G336500,MYB-related,1,0,1,1
TraesCS3A02G367600,MYB-related,1,1,0,0
TraesCS3A02G384400,MYB-related,1,0,1,1
TraesCS3B02G125500,MYB-related,1,12,-11,11
TraesCS3B02G128500,MYB-related,1,2,-1,1
TraesCS3B02G224500,MYB-related,1,1,0,0
TraesCS3B02G290600,MYB-related,1,2,-1,1
TraesCS3B02G391900,MYB-related,1,0,1,1
TraesCS3B02G399300,MYB-related,1,2,-1,1
TraesCS3B02G407700,MYB-related,1,1,0,0
TraesCS3D02G107800,MYB-related,1,0,1,1
TraesCS3D02G109100,MYB-related,1,2,-1,1
TraesCS3D02G109800,MYB-related,1,0,1,1
TraesCS3D02G111100,MYB-related,1,1,0,0
TraesCS3D02G214200,MYB-related,1,0,1,1
TraesCS3D02G257800,MYB-related,1,3,-2,2
TraesCS3D02G329400,MYB-related,1,0,1,1
TraesCS3D02G353500,MYB-related,1,0,1,1
TraesCS3D02G360500,MYB-related,1,2,-1,1
TraesCS3D02G540600,MYB-related,1,3,-2,2
TraesCS4A02G075400,MYB-related,1,1,0,0
TraesCS4A02G131700,MYB-related,1,0,1,1
TraesCS4A02G217800,MYB-related,1,3,-2,2
TraesCS4A02G261600,MYB-related,1,0,1,1
TraesCS4A02G452600,MYB-related,1,0,1,1
TraesCS4B02G053000,MYB-related,1,0,1,1
TraesCS4B02G172900,MYB-related,1,0,1,1
TraesCS4D02G053300,MYB-related,1,0,1,1
TraesCS4D02G092900,MYB-related,1,1,0,0
TraesCS4D02G175000,MYB-related,1,0,1,1
TraesCS5A02G005500,MYB-related,1,0,1,1
TraesCS5A02G083100,MYB-related,1,7,-6,6
TraesCS5A02G375400,MYB-related,1,1,0,0
TraesCS5B02G004400,MYB-related,1,1,0,0
TraesCS5B02G086900,MYB-related,1,3,-2,2
TraesCS5B02G089200,MYB-related,1,5,-4,4
TraesCS5B02G093000,MYB-related,1,3,-2,2
TraesCS5B02G157300,MYB-related,1,2,-1,1
TraesCS5B02G226100,MYB-related,1,1,0,0
TraesCS5B02G330100,MYB-related,1,0,1,1
TraesCS5B02G377500,MYB-related,1,0,1,1
TraesCS5D02G007000,MYB-related,1,1,0,0
TraesCS5D02G048400,MYB-related,1,0,1,1
TraesCS5D02G095600,MYB-related,1,3,-2,2
TraesCS5D02G099100,MYB-related,1,3,-2,2
TraesCS5D02G183000,MYB-related,1,0,1,1
TraesCS5D02G234800,MYB-related,1,2,-1,1
TraesCS5D02G335700,MYB-related,1,1,0,0
TraesCS6A02G198000,MYB-related,1,0,1,1
TraesCS6A02G236700,MYB-related,1,1,0,0
TraesCS6A02G258600,MYB-related,1,1,0,0
TraesCS6A02G261100,MYB-related,1,0,1,1
TraesCS6A02G269000,MYB-related,1,1,0,0
TraesCS6B02G201700,MYB-related,1,0,1,1
TraesCS6B02G228500,MYB-related,1,1,0,0
TraesCS6B02G265200,MYB-related,1,3,-2,2
TraesCS6D02G179100,MYB-related,1,1,0,0
TraesCS6D02G219300,MYB-related,1,1,0,0
TraesCS7A02G036100,MYB-related,1,0,1,1
TraesCS7A02G145200,MYB-related,1,0,1,1
TraesCS7A02G247200,MYB-related,1,0,1,1
