TraesCS3B02G158800,TraesCS1A02G244800
TraesCS3B02G158800,TraesCS1B02G256000
TraesCS3B02G158800,TraesCS1D02G244500
TraesCS3B02G158800,TraesCS4A02G263300
TraesCS3B02G158800,TraesCS4B02G051500
TraesCS3B02G158800,TraesCS4A02G231300
TraesCS3B02G158800,TraesCS4D02G082600
TraesCS3B02G158800,TraesCS3A02G077900
TraesCS3B02G158800,TraesCS7A02G152500
TraesCS3B02G158800,TraesCS7B02G056300
TraesCS3B02G158800,TraesCS7D02G154200
TraesCS3B02G158800,TraesCS2D02G571600
TraesCS3B02G158800,TraesCS5A02G482100
TraesCS3B02G158800,TraesCS7A02G147300
TraesCS3B02G158800,TraesCS5D02G463300
TraesCS2D02G286300,TraesCS5A02G245900
TraesCS2A02G389400,TraesCS5A02G245900
TraesCS2A02G389400,TraesCS7B02G489500
TraesCS2A02G389400,TraesCS5A02G482100
TraesCS2B02G119100,TraesCS5A02G245900
TraesCS2B02G119100,TraesCS7A02G152500
TraesCS2B02G119100,TraesCS7D02G154200
TraesCS2B02G119100,TraesCS5A02G482100
TraesCS2B02G119000,TraesCS5A02G245900
TraesCS2B02G119000,TraesCS7A02G569100
TraesCS2B02G119000,TraesCS7D02G154200
TraesCS2B02G119000,TraesCS7D02G543500
TraesCS4A02G131000,TraesCS1D02G275400
TraesCS4A02G131000,TraesCS3A02G077900
TraesCS4A02G131000,TraesCS5A02G245900
TraesCS4A02G131000,TraesCS7A02G152500
TraesCS4A02G131000,TraesCS7A02G569100
TraesCS4A02G131000,TraesCS7B02G056300
TraesCS4A02G131000,TraesCS7B02G489500
TraesCS4A02G131000,TraesCS7D02G154200
TraesCS4A02G131000,TraesCS2D02G571600
TraesCS4A02G131000,TraesCS5A02G482100
TraesCS2A02G448300,TraesCS5A02G245900
TraesCS2A02G448300,TraesCS5A02G482100
